GWAS	analysis_class	frozen_archetype	condition	set_id	n_genes_requested	n_genes_mapped_to_entrez	n_genes_tested	beta	SE	P	BH_FDR	status
T2D Suzuki 2024	gained_vs_control	RFX/2	IFNg	DA0268	630	355	345.0	0.25901	0.073845	0.00022686	0.0021001654285714285	primary
T2D Suzuki 2024	gained_vs_control	RFX/2	dex	DA0269	847	515	491.0	0.13762	0.06257	0.013929	0.06297477464788732	primary
T2D Suzuki 2024	gained_vs_control	RFX/2	palmitate	DA0270	609	361	350.0	0.13627	0.071868	0.028978	0.11418204878048781	primary
T2D Suzuki 2024	gained_vs_control	RFX/3	3-cyt	DA0271	413	237	226.0	0.076179	0.091934	0.20367	0.38915517857142856	primary
T2D Suzuki 2024	gained_vs_control	RFX/3	Ex-4_HG	DA0272	193	108	105.0	0.14492	0.13081	0.13398	0.3094070503597122	primary
T2D Suzuki 2024	gained_vs_control	RFX/3	IFNg	DA0273	228	91	87.0	0.11809	0.14744	0.2116	0.39890350877192976	primary
T2D Suzuki 2024	gained_vs_control	RFX/3	dex	DA0274	1275	735	715.0	0.18537	0.052888	0.00022899	0.0021001654285714285	primary
T2D Suzuki 2024	gained_vs_control	RFX/3	palmitate	DA0275	393	217	207.0	0.10304	0.099307	0.14973	0.3292008904109589	primary
T2D Suzuki 2024	gained_vs_control	SCRT1	3-cyt	DA0276	3	2						insufficient
T2D Suzuki 2024	gained_vs_control	SCRT1	Ex-4_HG	DA0277	6	2	2.0	0.25544	0.80902	0.3761	0.56415	insufficient
T2D Suzuki 2024	gained_vs_control	SCRT1	IFNg	DA0278	9	4	4.0	0.12641	0.50921	0.40198	0.5807221076233184	insufficient
T2D Suzuki 2024	gained_vs_control	SCRT1	dex	DA0279	1	1						insufficient
T2D Suzuki 2024	gained_vs_control	SCRT1	palmitate	DA0280	8	2	2.0	0.80275	0.70508	0.12746	0.2986471532846715	insufficient
T2D Suzuki 2024	gained_vs_control	SMAD	3-cyt	DA0281	534	257	253.0	0.2522	0.08808	0.0020986	0.014332991489361702	primary
T2D Suzuki 2024	gained_vs_control	SMAD	Ex-4_HG	DA0282	540	254	252.0	0.10596	0.088676	0.11607	0.2844158015267176	primary
T2D Suzuki 2024	gained_vs_control	SMAD	IFNg	DA0283	354	153	151.0	0.094724	0.11719	0.20946	0.39785005917159766	primary
T2D Suzuki 2024	gained_vs_control	SMAD	dex	DA0284	1325	724	707.0	0.21933	0.053828	2.3157e-05	0.00029733588	primary
T2D Suzuki 2024	gained_vs_control	SMAD	palmitate	DA0285	690	324	321.0	0.19402	0.077844	0.0063498	0.03341452131147541	primary
T2D Suzuki 2024	gained_vs_control	SNAI2	3-cyt	DA0286	4	2	2.0	0.50654	1.043	0.3136	0.4958896551724138	insufficient
T2D Suzuki 2024	gained_vs_control	SNAI2	Ex-4_HG	DA0287	0	0						insufficient
T2D Suzuki 2024	gained_vs_control	SNAI2	IFNg	DA0288	0	0						insufficient
T2D Suzuki 2024	gained_vs_control	SNAI2	dex	DA0289	3	1						insufficient
T2D Suzuki 2024	gained_vs_control	SNAI2	palmitate	DA0290	0	0						insufficient
T2D Suzuki 2024	gained_vs_control	SOX/8	3-cyt	DA0291	19	10	10.0	-0.35542	0.4564	0.78193	0.8479713851351351	exploratory
T2D Suzuki 2024	gained_vs_control	SOX/8	Ex-4_HG	DA0292	23	12	12.0	-0.063452	0.34709	0.57253	0.704146091954023	exploratory
T2D Suzuki 2024	gained_vs_control	SOX/8	IFNg	DA0293	9	7	7.0	0.59358	0.51258	0.12344	0.2935128888888889	insufficient
T2D Suzuki 2024	gained_vs_control	SOX/8	dex	DA0294	2	0						insufficient
T2D Suzuki 2024	gained_vs_control	SOX/8	palmitate	DA0295	17	14	14.0	-0.3719	0.36451	0.84619	0.8847784690553745	exploratory
T2D Suzuki 2024	gained_vs_control	TFAP2/2	3-cyt	DA0296	202	138	136.0	-0.015122	0.12027	0.55003	0.6994302723735408	primary
T2D Suzuki 2024	gained_vs_control	TFAP2/2	Ex-4_HG	DA0297	195	143	136.0	0.19959	0.11773	0.045016	0.1537248510638298	primary
T2D Suzuki 2024	gained_vs_control	TFAP2/2	IFNg	DA0298	169	121	118.0	0.20834	0.12684	0.050242	0.16976507368421054	primary
T2D Suzuki 2024	gained_vs_control	TFAP2/2	dex	DA0299	241	163	157.0	0.1673	0.11265	0.068769	0.21023665714285714	primary
T2D Suzuki 2024	gained_vs_control	TFAP2/2	palmitate	DA0300	214	156	151.0	0.13043	0.11369	0.12565	0.296570955882353	primary
T2D Suzuki 2024	gained_vs_control	YY1	3-cyt	DA0301	766	473	460.0	0.14959	0.066774	0.012544	0.06009886567164179	primary
T2D Suzuki 2024	gained_vs_control	YY1	Ex-4_HG	DA0302	669	413	403.0	0.1015	0.069125	0.07102	0.2110872222222222	primary
T2D Suzuki 2024	gained_vs_control	YY1	IFNg	DA0303	400	250	237.0	0.1248	0.091068	0.085292	0.23400625641025644	primary
T2D Suzuki 2024	gained_vs_control	YY1	dex	DA0304	700	440	425.0	0.13263	0.068692	0.026768	0.10740659999999999	primary
T2D Suzuki 2024	gained_vs_control	YY1	palmitate	DA0305	986	640	611.0	0.14806	0.057434	0.0049753	0.02903766	primary
T2D Suzuki 2024	gained_vs_control	ZBTB14	3-cyt	DA0306	1617	1058	1029.0	0.18026	0.044956	3.0554e-05	0.0003632531111111111	primary
T2D Suzuki 2024	gained_vs_control	ZBTB14	Ex-4_HG	DA0307	1818	1186	1146.0	0.11849	0.043428	0.0031859	0.020453478	primary
T2D Suzuki 2024	gained_vs_control	ZBTB14	IFNg	DA0308	1773	1204	1164.0	0.12547	0.042561	0.0016012	0.011421893333333334	primary
T2D Suzuki 2024	gained_vs_control	ZBTB14	dex	DA0309	2655	1796	1740.0	0.12948	0.035632	0.00014003	0.001449988064516129	primary
T2D Suzuki 2024	gained_vs_control	ZBTB14	palmitate	DA0310	1941	1296	1257.0	0.074745	0.041635	0.036318	0.13555904651162792	primary
T2D Suzuki 2024	gained_vs_control	ZIC/2	3-cyt	DA0311	304	203	202.0	0.20324	0.095311	0.016496	0.07169144594594594	primary
T2D Suzuki 2024	gained_vs_control	ZIC/2	Ex-4_HG	DA0312	251	163	161.0	0.095085	0.11051	0.19478	0.37893563636363636	primary
T2D Suzuki 2024	gained_vs_control	ZIC/2	IFNg	DA0313	144	97	97.0	0.028493	0.13921	0.41891	0.5976449333333334	primary
T2D Suzuki 2024	gained_vs_control	ZIC/2	dex	DA0314	220	149	146.0	0.089419	0.12283	0.23331	0.413770773480663	primary
T2D Suzuki 2024	gained_vs_control	ZIC/2	palmitate	DA0315	200	137	136.0	0.20864	0.12169	0.043228	0.14920632258064517	primary
T2D Suzuki 2024	gained_vs_control	ZNF136	3-cyt	DA0316	14	12	12.0	-0.40207	0.47204	0.80282	0.8561635215946843	exploratory
T2D Suzuki 2024	gained_vs_control	ZNF136	Ex-4_HG	DA0317	15	11	11.0	-0.061721	0.44621	0.55501	0.6994302723735408	exploratory
T2D Suzuki 2024	gained_vs_control	ZNF136	IFNg	DA0318	18	13	12.0	-0.35806	0.47274	0.77559	0.8439470847457627	exploratory
T2D Suzuki 2024	gained_vs_control	ZNF136	dex	DA0319	20	13	13.0	-0.31721	0.42113	0.77434	0.8439470847457627	exploratory
T2D Suzuki 2024	gained_vs_control	ZNF136	palmitate	DA0320	14	11	10.0	-0.020768	0.54928	0.51508	0.6748599183673469	exploratory
T2D Suzuki 2024	gained_vs_control	ZNF143	3-cyt	DA0321	123	75	71.0	0.11486	0.16695	0.24572	0.4263574054054054	primary
T2D Suzuki 2024	gained_vs_control	ZNF143	Ex-4_HG	DA0322	112	73	67.0	0.22707	0.17125	0.092441	0.247755825	primary
T2D Suzuki 2024	gained_vs_control	ZNF143	IFNg	DA0323	32	23	23.0	0.20829	0.30775	0.24927	0.4278912834224599	exploratory
T2D Suzuki 2024	gained_vs_control	ZNF143	dex	DA0324	136	96	94.0	-0.046714	0.14191	0.62899	0.7505791449814128	primary
T2D Suzuki 2024	gained_vs_control	ZNF143	palmitate	DA0325	135	99	97.0	-0.063897	0.13928	0.6768	0.7786838709677418	primary
T2D Suzuki 2024	gained_vs_control	ZNF28	3-cyt	DA0326	11	3	3.0	-1.1417	0.90851	0.89555	0.9184394568690095	insufficient
T2D Suzuki 2024	gained_vs_control	ZNF28	Ex-4_HG	DA0327	10	3	3.0	-0.32203	0.90865	0.63848	0.7535002941176472	insufficient
T2D Suzuki 2024	gained_vs_control	ZNF28	IFNg	DA0328	7	2	2.0	0.75657	0.79662	0.17114	0.35069754716981133	insufficient
T2D Suzuki 2024	gained_vs_control	ZNF28	dex	DA0329	3	2	2.0	0.09862	0.67639	0.44204	0.6142633766233766	insufficient
T2D Suzuki 2024	gained_vs_control	ZNF28	palmitate	DA0330	11	5	5.0	1.0478	0.55341	0.029168	0.11418204878048781	insufficient
T2D Suzuki 2024	gained_vs_control	ZNF317	3-cyt	DA0331	36	9	9.0	-1.1883	0.48018	0.99333	0.9961599999999999	insufficient
T2D Suzuki 2024	gained_vs_control	ZNF317	Ex-4_HG	DA0332	34	11	11.0	-0.24569	0.46631	0.70086	0.7977874468085107	exploratory
T2D Suzuki 2024	gained_vs_control	ZNF317	IFNg	DA0333	41	14	11.0	-1.2155	0.4986	0.99261	0.9961599999999999	exploratory
T2D Suzuki 2024	gained_vs_control	ZNF317	dex	DA0334	107	54	51.0	-0.12256	0.21157	0.7188	0.806765034965035	primary
T2D Suzuki 2024	gained_vs_control	ZNF317	palmitate	DA0335	38	13	13.0	0.07565	0.40216	0.4254	0.6037769603524229	exploratory
T2D Suzuki 2024	gained_vs_control	ZNF331	3-cyt	DA0336	179	94	89.0	0.2934	0.14623	0.022411	0.09222988461538462	primary
T2D Suzuki 2024	gained_vs_control	ZNF331	Ex-4_HG	DA0337	176	79	77.0	0.34439	0.15953	0.01544	0.06883666666666667	primary
T2D Suzuki 2024	gained_vs_control	ZNF331	IFNg	DA0338	130	61	61.0	0.24705	0.17317	0.076849	0.222239	primary
T2D Suzuki 2024	gained_vs_control	ZNF331	dex	DA0339	337	194	186.0	0.14674	0.099646	0.070433	0.2110872222222222	primary
T2D Suzuki 2024	gained_vs_control	ZNF331	palmitate	DA0340	215	112	108.0	-0.051021	0.12705	0.65601	0.7618593140794223	primary
T2D Suzuki 2024	gained_vs_control	ZNF335	3-cyt	DA0341	29	13	13.0	0.28414	0.38761	0.23177	0.413770773480663	exploratory
T2D Suzuki 2024	gained_vs_control	ZNF335	Ex-4_HG	DA0342	26	16	16.0	0.060455	0.37524	0.436	0.612775043478261	exploratory
T2D Suzuki 2024	gained_vs_control	ZNF335	IFNg	DA0343	25	10	10.0	0.37441	0.47593	0.21574	0.4026310465116279	exploratory
T2D Suzuki 2024	gained_vs_control	ZNF335	dex	DA0344	37	14	14.0	0.19921	0.41766	0.3167	0.4983367647058823	exploratory
T2D Suzuki 2024	gained_vs_control	ZNF335	palmitate	DA0345	25	12	12.0	-0.052407	0.43294	0.54817	0.6994302723735408	exploratory
T2D Suzuki 2024	gained_vs_control	ZNF436	3-cyt	DA0346	56	31	31.0	-0.059146	0.24796	0.59426	0.725313536121673	primary
T2D Suzuki 2024	gained_vs_control	ZNF436	Ex-4_HG	DA0347	47	32	30.0	0.11018	0.24469	0.32626	0.5108754146341463	primary
T2D Suzuki 2024	gained_vs_control	ZNF436	IFNg	DA0348	42	26	26.0	-0.14797	0.28867	0.69588	0.7949376512455517	exploratory
T2D Suzuki 2024	gained_vs_control	ZNF436	dex	DA0349	41	24	24.0	0.030031	0.2718	0.45601	0.6282369527896996	exploratory
T2D Suzuki 2024	gained_vs_control	ZNF436	palmitate	DA0350	59	41	41.0	0.28063	0.23788	0.11906	0.2895322727272727	primary
T2D Suzuki 2024	gained_vs_control	ZNF563	3-cyt	DA0351	66	41	41.0	0.38899	0.22044	0.038825	0.1400714157303371	primary
T2D Suzuki 2024	gained_vs_control	ZNF563	Ex-4_HG	DA0352	50	31	30.0	0.10791	0.267	0.34306	0.5269007655502392	primary
T2D Suzuki 2024	gained_vs_control	ZNF563	IFNg	DA0353	85	57	57.0	0.1656	0.19184	0.19402	0.37893563636363636	primary
T2D Suzuki 2024	gained_vs_control	ZNF563	dex	DA0354	14	11	10.0	-0.015681	0.42555	0.5147	0.6748599183673469	exploratory
T2D Suzuki 2024	gained_vs_control	ZNF563	palmitate	DA0355	88	59	59.0	0.082599	0.18966	0.3316	0.5117480769230769	primary
T2D Suzuki 2024	gained_vs_control	ZNF708	3-cyt	DA0356	0	0						insufficient
T2D Suzuki 2024	gained_vs_control	ZNF708	Ex-4_HG	DA0357	0	0						insufficient
T2D Suzuki 2024	gained_vs_control	ZNF708	IFNg	DA0358	1	0						insufficient
T2D Suzuki 2024	gained_vs_control	ZNF708	dex	DA0359	0	0						insufficient
T2D Suzuki 2024	gained_vs_control	ZNF708	palmitate	DA0360	0	0						insufficient
T2D DIAMANTE 2022	gained_vs_control	AP1/1	3-cyt	DA0001	240	114	112.0	0.1017	0.11392	0.186	0.3954039735099338	primary
T2D DIAMANTE 2022	gained_vs_control	AP1/1	Ex-4_HG	DA0002	230	122	121.0	-0.061	0.11128	0.7082	0.8210878700361011	primary
T2D DIAMANTE 2022	gained_vs_control	AP1/1	IFNg	DA0003	199	112	108.0	0.10331	0.11699	0.18859	0.39608882352941177	primary
T2D DIAMANTE 2022	gained_vs_control	AP1/1	dex	DA0004	113	61	59.0	0.057751	0.16328	0.36179	0.5658014563106796	primary
T2D DIAMANTE 2022	gained_vs_control	AP1/1	palmitate	DA0005	702	377	365.0	0.060861	0.062944	0.1668	0.37442517482517484	primary
T2D DIAMANTE 2022	gained_vs_control	AP1/2	3-cyt	DA0006	238	121	119.0	0.081577	0.11087	0.23093	0.4456201775147929	primary
T2D DIAMANTE 2022	gained_vs_control	AP1/2	Ex-4_HG	DA0007	252	131	128.0	-0.063876	0.10322	0.73199	0.8346	primary
T2D DIAMANTE 2022	gained_vs_control	AP1/2	IFNg	DA0008	149	70	69.0	0.097493	0.13718	0.23865	0.4506273529411765	primary
T2D DIAMANTE 2022	gained_vs_control	AP1/2	dex	DA0009	175	103	103.0	0.25581	0.11105	0.010628	0.071262	primary
T2D DIAMANTE 2022	gained_vs_control	AP1/2	palmitate	DA0010	400	202	196.0	-0.05394	0.087323	0.73161	0.8346	primary
T2D DIAMANTE 2022	gained_vs_control	BCL6/1	3-cyt	DA0011	16	13	13.0	0.03085	0.31222	0.46065	0.6346293991416309	exploratory
T2D DIAMANTE 2022	gained_vs_control	BCL6/1	Ex-4_HG	DA0012	16	13	12.0	0.021821	0.32091	0.47289	0.6459476170212766	exploratory
T2D DIAMANTE 2022	gained_vs_control	BCL6/1	IFNg	DA0013	9	7	7.0	0.27913	0.42206	0.2542	0.4610067796610169	insufficient
T2D DIAMANTE 2022	gained_vs_control	BCL6/1	dex	DA0014	11	9	8.0	0.13616	0.38881	0.3631	0.5658014563106796	insufficient
T2D DIAMANTE 2022	gained_vs_control	BCL6/1	palmitate	DA0015	15	11	11.0	0.17409	0.31958	0.29297	0.5111052717391305	exploratory
T2D DIAMANTE 2022	gained_vs_control	CCAAT/CEBP	3-cyt	DA0016	21	8	8.0	0.8555	0.45136	0.029031	0.13854639130434782	insufficient
T2D DIAMANTE 2022	gained_vs_control	CCAAT/CEBP	Ex-4_HG	DA0017	41	19	19.0	0.22249	0.32714	0.24823	0.45554642045454546	exploratory
T2D DIAMANTE 2022	gained_vs_control	CCAAT/CEBP	IFNg	DA0018	3	3	3.0	-0.69322	0.75351	0.8212	0.8935769491525425	insufficient
T2D DIAMANTE 2022	gained_vs_control	CCAAT/CEBP	dex	DA0019	51	26	25.0	0.24085	0.25352	0.17106	0.37869144827586204	exploratory
T2D DIAMANTE 2022	gained_vs_control	CCAAT/CEBP	palmitate	DA0020	12	5	5.0	-0.51792	0.54918	0.82717	0.8940120202020202	insufficient
T2D DIAMANTE 2022	gained_vs_control	CPEB1	3-cyt	DA0021	0	0						insufficient
T2D DIAMANTE 2022	gained_vs_control	CPEB1	Ex-4_HG	DA0022	0	0						insufficient
T2D DIAMANTE 2022	gained_vs_control	CPEB1	IFNg	DA0023	3	0						insufficient
T2D DIAMANTE 2022	gained_vs_control	CPEB1	dex	DA0024	0	0						insufficient
T2D DIAMANTE 2022	gained_vs_control	CPEB1	palmitate	DA0025	0	0						insufficient
T2D DIAMANTE 2022	gained_vs_control	CREB/ATF/1	3-cyt	DA0026	462	292	285.0	0.21509	0.070988	0.001225	0.015729	primary
T2D DIAMANTE 2022	gained_vs_control	CREB/ATF/1	Ex-4_HG	DA0027	514	319	306.0	0.20693	0.06793	0.0011607	0.0155243625	primary
T2D DIAMANTE 2022	gained_vs_control	CREB/ATF/1	IFNg	DA0028	592	365	354.0	0.2479	0.062887	4.0583e-05	0.0026625344999999996	primary
T2D DIAMANTE 2022	gained_vs_control	CREB/ATF/1	dex	DA0029	444	279	270.0	0.21104	0.072288	0.0017558	0.020874511111111112	primary
T2D DIAMANTE 2022	gained_vs_control	CREB/ATF/1	palmitate	DA0030	437	282	275.0	0.22175	0.072522	0.001117	0.0155243625	primary
T2D DIAMANTE 2022	gained_vs_control	CREB/ATF/2	3-cyt	DA0031	282	162	157.0	0.12076	0.093817	0.099017	0.27881102631578947	primary
T2D DIAMANTE 2022	gained_vs_control	CREB/ATF/2	Ex-4_HG	DA0032	258	156	153.0	0.067105	0.090113	0.22824	0.4456201775147929	primary
T2D DIAMANTE 2022	gained_vs_control	CREB/ATF/2	IFNg	DA0033	193	111	109.0	0.16619	0.10768	0.061379	0.2095961052631579	primary
T2D DIAMANTE 2022	gained_vs_control	CREB/ATF/2	dex	DA0034	277	151	148.0	0.13602	0.099394	0.085588	0.256764	primary
T2D DIAMANTE 2022	gained_vs_control	CREB/ATF/2	palmitate	DA0035	180	108	105.0	0.089204	0.11758	0.22403	0.4456201775147929	primary
T2D DIAMANTE 2022	gained_vs_control	CTCF	3-cyt	DA0036	2328	1543	1496.0	0.035503	0.031814	0.13223	0.3290374418604651	primary
T2D DIAMANTE 2022	gained_vs_control	CTCF	Ex-4_HG	DA0037	2536	1720	1672.0	0.11878	0.030513	4.9767e-05	0.0026625344999999996	primary
T2D DIAMANTE 2022	gained_vs_control	CTCF	IFNg	DA0038	1764	1199	1173.0	0.073986	0.03527	0.017973	0.10489696363636362	primary
T2D DIAMANTE 2022	gained_vs_control	CTCF	dex	DA0039	3234	2174	2121.0	0.071783	0.027474	0.0044951	0.042724182857142856	primary
T2D DIAMANTE 2022	gained_vs_control	CTCF	palmitate	DA0040	2856	1894	1844.0	0.081386	0.0294	0.0028212	0.029213070967741936	primary
T2D DIAMANTE 2022	gained_vs_control	CUX/4	3-cyt	DA0041	2	0						insufficient
T2D DIAMANTE 2022	gained_vs_control	CUX/4	Ex-4_HG	DA0042	2	1						insufficient
T2D DIAMANTE 2022	gained_vs_control	CUX/4	IFNg	DA0043	1	1						insufficient
T2D DIAMANTE 2022	gained_vs_control	CUX/4	dex	DA0044	2	2	2.0	-0.61259	0.85997	0.76187	0.8551058391608392	insufficient
T2D DIAMANTE 2022	gained_vs_control	CUX/4	palmitate	DA0045	3	1						insufficient
T2D DIAMANTE 2022	gained_vs_control	E2F/3	3-cyt	DA0046	347	207	197.0	0.060696	0.083529	0.23373	0.4456201775147929	primary
T2D DIAMANTE 2022	gained_vs_control	E2F/3	Ex-4_HG	DA0047	409	232	226.0	0.11417	0.078131	0.071979	0.22719561764705878	primary
T2D DIAMANTE 2022	gained_vs_control	E2F/3	IFNg	DA0048	356	209	205.0	0.16923	0.084304	0.022365	0.12087872307692307	primary
T2D DIAMANTE 2022	gained_vs_control	E2F/3	dex	DA0049	313	181	172.0	0.09225	0.088177	0.14774	0.34616452554744526	primary
T2D DIAMANTE 2022	gained_vs_control	E2F/3	palmitate	DA0050	380	232	228.0	0.13485	0.077827	0.041586	0.16425144578313253	primary
T2D DIAMANTE 2022	gained_vs_control	ETS/1	3-cyt	DA0051	3953	2545	2483.0	0.096143	0.025656	8.9672e-05	0.0028784712	primary
T2D DIAMANTE 2022	gained_vs_control	ETS/1	Ex-4_HG	DA0052	3792	2478	2412.0	0.079895	0.026126	0.0011156	0.0155243625	primary
T2D DIAMANTE 2022	gained_vs_control	ETS/1	IFNg	DA0053	3744	2398	2348.0	0.096622	0.026408	0.00012712	0.0034004599999999997	primary
T2D DIAMANTE 2022	gained_vs_control	ETS/1	dex	DA0054	3217	2045	2004.0	0.086485	0.027845	0.00095019	0.015511362	primary
T2D DIAMANTE 2022	gained_vs_control	ETS/1	palmitate	DA0055	3406	2199	2142.0	0.10672	0.027382	4.8792e-05	0.0026625344999999996	primary
T2D DIAMANTE 2022	gained_vs_control	ETS/2	3-cyt	DA0056	440	283	278.0	-0.055875	0.069518	0.78922	0.8676014383561643	primary
T2D DIAMANTE 2022	gained_vs_control	ETS/2	Ex-4_HG	DA0057	450	283	277.0	0.021343	0.07168	0.38295	0.5726521658986176	primary
T2D DIAMANTE 2022	gained_vs_control	ETS/2	IFNg	DA0058	451	304	294.0	0.022124	0.068452	0.37327	0.5726521658986176	primary
T2D DIAMANTE 2022	gained_vs_control	ETS/2	dex	DA0059	297	197	194.0	-0.1177	0.083079	0.92171	0.9575045631067962	primary
T2D DIAMANTE 2022	gained_vs_control	ETS/2	palmitate	DA0060	439	278	273.0	-0.028536	0.070021	0.65819	0.7917639325842697	primary
T2D DIAMANTE 2022	gained_vs_control	Ebox/CACGTG/1	3-cyt	DA0061	527	297	288.0	0.13792	0.068541	0.022109	0.12087872307692307	primary
T2D DIAMANTE 2022	gained_vs_control	Ebox/CACGTG/1	Ex-4_HG	DA0062	976	568	558.0	0.11582	0.050221	0.010556	0.071262	primary
T2D DIAMANTE 2022	gained_vs_control	Ebox/CACGTG/1	IFNg	DA0063	364	196	193.0	0.17851	0.081743	0.014498	0.08949726923076924	primary
T2D DIAMANTE 2022	gained_vs_control	Ebox/CACGTG/1	dex	DA0064	616	374	366.0	0.092393	0.061038	0.065061	0.21460487755102045	primary
T2D DIAMANTE 2022	gained_vs_control	Ebox/CACGTG/1	palmitate	DA0065	684	387	375.0	0.10563	0.059675	0.038367	0.1558962911392405	primary
T2D DIAMANTE 2022	gained_vs_control	Ebox/CAGATGG	3-cyt	DA0066	805	475	463.0	0.047256	0.054607	0.19342	0.4005665806451613	primary
T2D DIAMANTE 2022	gained_vs_control	Ebox/CAGATGG	Ex-4_HG	DA0067	941	560	543.0	0.091112	0.050287	0.035014	0.15314736486486485	primary
T2D DIAMANTE 2022	gained_vs_control	Ebox/CAGATGG	IFNg	DA0068	509	289	278.0	0.00040655	0.068102	0.49762	0.6683515481171548	primary
T2D DIAMANTE 2022	gained_vs_control	Ebox/CAGATGG	dex	DA0069	1286	795	778.0	0.084293	0.042649	0.024063	0.12087872307692307	primary
T2D DIAMANTE 2022	gained_vs_control	Ebox/CAGATGG	palmitate	DA0070	855	506	493.0	0.084944	0.053181	0.055115	0.1965768333333333	primary
T2D DIAMANTE 2022	gained_vs_control	Ebox/CATATG	3-cyt	DA0071	18	7	7.0	-0.082348	0.42526	0.57677	0.7324613385826771	insufficient
T2D DIAMANTE 2022	gained_vs_control	Ebox/CATATG	Ex-4_HG	DA0072	18	6	6.0	-0.4613	0.42786	0.85951	0.9227515384615385	insufficient
T2D DIAMANTE 2022	gained_vs_control	Ebox/CATATG	IFNg	DA0073	12	2	2.0	-1.0217	0.62064	0.95013	0.9775375961538462	insufficient
T2D DIAMANTE 2022	gained_vs_control	Ebox/CATATG	dex	DA0074	11	4	4.0	0.39647	0.58716	0.24977	0.45554642045454546	insufficient
T2D DIAMANTE 2022	gained_vs_control	Ebox/CATATG	palmitate	DA0075	10	4	4.0	-0.34484	0.62796	0.70854	0.8210878700361011	insufficient
T2D DIAMANTE 2022	gained_vs_control	FOX/4	3-cyt	DA0076	303	116	114.0	0.071048	0.10827	0.25586	0.4614104494382022	primary
T2D DIAMANTE 2022	gained_vs_control	FOX/4	Ex-4_HG	DA0077	250	92	92.0	0.38519	0.12142	0.00075746	0.013677096666666668	primary
T2D DIAMANTE 2022	gained_vs_control	FOX/4	IFNg	DA0078	317	118	118.0	0.12428	0.10504	0.11837	0.31402289256198346	primary
T2D DIAMANTE 2022	gained_vs_control	FOX/4	dex	DA0079	298	113	111.0	0.11893	0.11497	0.15046	0.34746517985611514	primary
T2D DIAMANTE 2022	gained_vs_control	FOX/4	palmitate	DA0080	273	116	114.0	0.082926	0.10751	0.22025	0.4446556603773585	primary
T2D DIAMANTE 2022	gained_vs_control	FOX/5	3-cyt	DA0081	735	334	326.0	0.16911	0.065939	0.0051696	0.0460956	primary
T2D DIAMANTE 2022	gained_vs_control	FOX/5	Ex-4_HG	DA0082	863	417	407.0	0.023758	0.061441	0.3495	0.5553935643564356	primary
T2D DIAMANTE 2022	gained_vs_control	FOX/5	IFNg	DA0083	765	378	365.0	-0.024504	0.062317	0.65292	0.7917639325842697	primary
T2D DIAMANTE 2022	gained_vs_control	FOX/5	dex	DA0084	849	435	424.0	-0.027488	0.058011	0.68219	0.8021354945054945	primary
T2D DIAMANTE 2022	gained_vs_control	FOX/5	palmitate	DA0085	837	413	402.0	-0.0097634	0.061879	0.56268	0.7253826506024096	primary
T2D DIAMANTE 2022	gained_vs_control	FOX/6	3-cyt	DA0086	248	121	119.0	0.22769	0.10985	0.01911	0.10954124999999999	primary
T2D DIAMANTE 2022	gained_vs_control	FOX/6	Ex-4_HG	DA0087	261	127	124.0	0.20152	0.10234	0.024477	0.12087872307692307	primary
T2D DIAMANTE 2022	gained_vs_control	FOX/6	IFNg	DA0088	261	134	132.0	0.05195	0.10421	0.30907	0.5249284126984127	primary
T2D DIAMANTE 2022	gained_vs_control	FOX/6	dex	DA0089	255	130	127.0	0.24887	0.10626	0.0095953	0.06844647333333333	primary
T2D DIAMANTE 2022	gained_vs_control	FOX/6	palmitate	DA0090	291	147	144.0	0.20526	0.10243	0.022551	0.12087872307692307	primary
T2D DIAMANTE 2022	gained_vs_control	GATA	3-cyt	DA0091	0	0						insufficient
T2D DIAMANTE 2022	gained_vs_control	GATA	Ex-4_HG	DA0092	1	1						insufficient
T2D DIAMANTE 2022	gained_vs_control	GATA	IFNg	DA0093	0	0						insufficient
T2D DIAMANTE 2022	gained_vs_control	GATA	dex	DA0094	0	0						insufficient
T2D DIAMANTE 2022	gained_vs_control	GATA	palmitate	DA0095	0	0						insufficient
T2D DIAMANTE 2022	gained_vs_control	GC-tract	3-cyt	DA0096	879	582	563.0	0.10305	0.051549	0.022808	0.12087872307692307	primary
T2D DIAMANTE 2022	gained_vs_control	GC-tract	Ex-4_HG	DA0097	1068	724	710.0	0.1482	0.045838	0.00061324	0.0123031275	primary
T2D DIAMANTE 2022	gained_vs_control	GC-tract	IFNg	DA0098	693	468	450.0	0.024319	0.056207	0.33263	0.5420011675126903	primary
T2D DIAMANTE 2022	gained_vs_control	GC-tract	dex	DA0099	1542	1043	1014.0	0.091447	0.038391	0.0086165	0.06585467857142857	primary
T2D DIAMANTE 2022	gained_vs_control	GC-tract	palmitate	DA0100	1335	921	898.0	0.11469	0.04022	0.0021774	0.024962335714285713	primary
T2D DIAMANTE 2022	gained_vs_control	GFI	3-cyt	DA0101	8	4	4.0	-0.63781	0.63825	0.84117	0.9060925167785234	insufficient
T2D DIAMANTE 2022	gained_vs_control	GFI	Ex-4_HG	DA0102	8	4	4.0	0.31969	0.53848	0.27637	0.4881669230769231	insufficient
T2D DIAMANTE 2022	gained_vs_control	GFI	IFNg	DA0103	6	4	4.0	-0.16998	0.53433	0.6248	0.7743660231660232	insufficient
