GWAS	set_id	analysis_class	TF	condition	membership_rule	n_genes_HGNC	n_genes_mapped_to_entrez	size_status	included_in_MAGMA	exact_membership_group_within_class_condition	n_TFs_with_exact_membership	NGENES_MAGMA	post_MAGMA_size_status	BETA	BETA_STD	SE	P	Q_BH_within_condition_class	Q_BH_across_analysis_class	Q_BH_across_primary_signed
T2D_suzuki2024	SCTF0574	positive	ERF	palmitate	empirical_p_condition<0.01; split by rho sign	40	31	primary	True	positive|palmitate|D041	1	31	primary	0.1961	0.0080573	0.22803	0.19492	0.62205	0.6046411636363637	0.65495696
T2D_suzuki2024	SCTF0575	positive	ETS1	palmitate	empirical_p_condition<0.01; split by rho sign	85	74	primary	True	positive|palmitate|D004	2	69	primary	0.04662	0.0028549	0.16693	0.39002	0.708060198019802	0.7096882926829269	0.7354862913907285
T2D_suzuki2024	SCTF0576	positive	ETS2	palmitate	empirical_p_condition<0.01; split by rho sign	71	50	primary	True	positive|palmitate|D042	1	50	primary	0.14197	0.0074043	0.20411	0.24336	0.6372779487179487	0.6497980748663101	0.6909612182741116
T2D_suzuki2024	SCTF0577	positive	ETV1	palmitate	empirical_p_condition<0.01; split by rho sign	21	14	exploratory	True	positive|palmitate|D043	1	14	exploratory	-0.21608	-0.0059694	0.3985	0.70617	0.8341336912751677	0.848599210155148	0.8530980993520518
T2D_suzuki2024	SCTF0578	positive	ETV3	palmitate	empirical_p_condition<0.01; split by rho sign	118	73	primary	True	positive|palmitate|D044	1	70	primary	-0.083814	-0.0051694	0.16239	0.69711	0.8306843243243243	0.8420338896746817	0.8482600290065264
T2D_suzuki2024	SCTF0579	positive	ETV4	palmitate	empirical_p_condition<0.01; split by rho sign	154	131	primary	True	positive|palmitate|D045	1	127	primary	0.12997	0.010781	0.1137	0.1265	0.5708717948717948	0.550800612244898	0.5907207162534435
T2D_suzuki2024	SCTF0580	positive	ETV5	palmitate	empirical_p_condition<0.01; split by rho sign	43	27	exploratory	True	positive|palmitate|D046	1	26	exploratory	0.3153	0.011866	0.27015	0.12159	0.5708717948717948	0.5506444444444444	0.5907207162534435
T2D_suzuki2024	SCTF0581	positive	ETV6	palmitate	empirical_p_condition<0.01; split by rho sign	119	77	primary	True	positive|palmitate|D047	1	75	primary	0.079389	0.0050676	0.15768	0.30731	0.6677353086419754	0.6645383756345178	0.7132312309820195
T2D_suzuki2024	SCTF0582	positive	FEV	palmitate	empirical_p_condition<0.01; split by rho sign	68	49	primary	True	positive|palmitate|D048	1	49	primary	-0.08767	-0.0045266	0.16853	0.69853	0.8306843243243243	0.8420338896746817	0.8489999565532222
T2D_suzuki2024	SCTF0583	positive	FOS	palmitate	empirical_p_condition<0.01; split by rho sign	99	65	primary	True	positive|palmitate|D049	1	62	primary	-0.13629	-0.0079126	0.17406	0.78317	0.8835764102564102	0.8789146911957949	0.8805462032085561
T2D_suzuki2024	SCTF0584	positive	FOXA1	palmitate	empirical_p_condition<0.01; split by rho sign	95	50	primary	True	positive|palmitate|D050	1	48	primary	-0.13913	-0.0071103	0.1951	0.76212	0.8803633548387098	0.8789146911957949	0.8804652957359009
T2D_suzuki2024	SCTF0585	positive	FOXA2	palmitate	empirical_p_condition<0.01; split by rho sign	137	88	primary	True	positive|palmitate|D051	1	83	primary	0.20885	0.014022	0.14951	0.081225	0.49857176470588227	0.5226775796178343	0.575167849372385
T2D_suzuki2024	SCTF0586	positive	FOXA3	palmitate	empirical_p_condition<0.01; split by rho sign	119	86	primary	True	positive|palmitate|D052	1	83	primary	0.21813	0.014644	0.16626	0.094774	0.49857176470588227	0.5226775796178343	0.5792708602150537
T2D_suzuki2024	SCTF0587	positive	FOXJ2	palmitate	empirical_p_condition<0.01; split by rho sign	26	15	exploratory	True	positive|palmitate|D053	1	15	exploratory	0.48353	0.013826	0.31475	0.06225	0.498	0.4910833333333333	0.5304098375634517
T2D_suzuki2024	SCTF0588	positive	FOXJ3	palmitate	empirical_p_condition<0.01; split by rho sign	44	32	primary	True	positive|palmitate|D054	1	31	primary	-0.10538	-0.00433	0.26129	0.65664	0.80256	0.8251582300884955	0.8328486016628873
T2D_suzuki2024	SCTF0589	positive	FOXK1	palmitate	empirical_p_condition<0.01; split by rho sign	58	44	primary	True	positive|palmitate|D055	1	43	primary	0.37606	0.018192	0.18979	0.023781	0.29896114285714287	0.3822907924528302	0.42908083870967745
T2D_suzuki2024	SCTF0590	positive	FOXK2	palmitate	empirical_p_condition<0.01; split by rho sign	88	67	primary	True	positive|palmitate|D056	1	65	primary	0.042239	0.0025108	0.16129	0.39671	0.708060198019802	0.7096882926829269	0.7354862913907285
T2D_suzuki2024	SCTF0591	positive	FOXO1	palmitate	empirical_p_condition<0.01; split by rho sign	41	21	exploratory	True	positive|palmitate|D057	1	19	exploratory	-0.087359	-0.002811	0.29576	0.61614	0.7915375182481752	0.8176811214953271	0.8275741884402218
T2D_suzuki2024	SCTF0592	positive	FOXO3	palmitate	empirical_p_condition<0.01; split by rho sign	30	27	exploratory	True	positive|palmitate|D058	1	27	exploratory	0.056346	0.0021609	0.28787	0.42241	0.7203005607476635	0.7192172455089821	0.7445419957983194
T2D_suzuki2024	SCTF0593	positive	FOXO6	palmitate	empirical_p_condition<0.01; split by rho sign	90	64	primary	True	positive|palmitate|D059	1	64	primary	0.09992	0.0058937	0.15885	0.26467	0.6372779487179487	0.6497980748663101	0.698244227886057
T2D_suzuki2024	SCTF0594	positive	FOXP1	palmitate	empirical_p_condition<0.01; split by rho sign	96	46	primary	True	positive|palmitate|D060	1	43	primary	0.20494	0.0099141	0.19644	0.14842	0.6080972549019608	0.5774750442477877	0.6188496821515892
T2D_suzuki2024	SCTF0595	positive	FOXP2	palmitate	empirical_p_condition<0.01; split by rho sign	78	69	primary	True	positive|palmitate|D061	1	68	primary	0.36146	0.021974	0.1683	0.015876	0.27941760000000004	0.32921685714285714	0.38903231428571433
T2D_suzuki2024	SCTF0596	positive	GABPA	palmitate	empirical_p_condition<0.01; split by rho sign	120	82	primary	True	positive|palmitate|D062	1	81	primary	0.10142	0.0067266	0.1593	0.26219	0.6372779487179487	0.6497980748663101	0.698244227886057
T2D_suzuki2024	SCTF0597	positive	GATA4	palmitate	empirical_p_condition<0.01; split by rho sign	117	79	primary	True	positive|palmitate|D063	1	76	primary	0.086056	0.0055296	0.16019	0.29557	0.6584850632911392	0.6595770234986945	0.7067144886363637
T2D_suzuki2024	SCTF0598	positive	GATA6	palmitate	empirical_p_condition<0.01; split by rho sign	66	45	primary	True	positive|palmitate|D064	1	44	primary	0.048244	0.0023608	0.189	0.39926	0.708060198019802	0.7096882926829269	0.7360985776805251
T2D_suzuki2024	SCTF0599	positive	GMEB1	palmitate	empirical_p_condition<0.01; split by rho sign	100	82	primary	True	positive|palmitate|D065	1	80	primary	0.22966	0.015139	0.13969	0.050087	0.4639637894736842	0.43996763636363634	0.481934797752809
T2D_suzuki2024	SCTF0600	positive	GMEB2	palmitate	empirical_p_condition<0.01; split by rho sign	117	87	primary	True	positive|palmitate|D066	1	85	primary	0.21124	0.014351	0.14582	0.073731	0.49857176470588227	0.5149082950819672	0.5623547321428571
T2D_suzuki2024	SCTF0601	positive	HESX1	palmitate	empirical_p_condition<0.01; split by rho sign	125	52	primary	True	positive|palmitate|D067	1	50	primary	-0.15354	-0.0080077	0.17607	0.80839	0.88528	0.8873629343629343	0.8902758923884514
T2D_suzuki2024	SCTF0602	positive	HIC1	palmitate	empirical_p_condition<0.01; split by rho sign	44	27	exploratory	True	positive|palmitate|D068	1	25	exploratory	0.11473	0.004234	0.2735	0.33743	0.708060198019802	0.6880459188544154	0.724302808716707
T2D_suzuki2024	SCTF0603	positive	HIC2	palmitate	empirical_p_condition<0.01; split by rho sign	89	67	primary	True	positive|palmitate|D069	1	62	primary	0.13207	0.0076678	0.17404	0.22398	0.62205	0.6298117647058824	0.6794549194991055
T2D_suzuki2024	SCTF0604	positive	HLF	palmitate	empirical_p_condition<0.01; split by rho sign	135	106	primary	True	positive|palmitate|D070	1	100	primary	-0.18345	-0.013512	0.13728	0.90926	0.9304055813953487	0.932237689530686	0.9363898039215686
T2D_suzuki2024	SCTF0605	positive	HNF1A	palmitate	empirical_p_condition<0.01; split by rho sign	63	53	primary	True	positive|palmitate|D071	1	52	primary	0.063242	0.0033636	0.18842	0.36857	0.708060198019802	0.7040843946188341	0.7310407328605201
T2D_suzuki2024	SCTF0606	positive	HNF1B	palmitate	empirical_p_condition<0.01; split by rho sign	81	45	primary	True	positive|palmitate|D072	1	44	primary	0.012824	0.00062755	0.20505	0.47507	0.73993203539823	0.7537423463687151	0.771133500967118
T2D_suzuki2024	SCTF0607	positive	HNF4A	palmitate	empirical_p_condition<0.01; split by rho sign	38	29	exploratory	True	positive|palmitate|D073	1	28	exploratory	0.17691	0.0069089	0.2352	0.22598	0.62205	0.6298117647058824	0.6794549194991055
T2D_suzuki2024	SCTF0608	positive	HNF4G	palmitate	empirical_p_condition<0.01; split by rho sign	52	31	primary	True	positive|palmitate|D074	1	31	primary	-0.21444	-0.0088109	0.26161	0.79379	0.8842217721518988	0.8817589048239896	0.8832756100795757
T2D_suzuki2024	SCTF0609	positive	ID2	palmitate	empirical_p_condition<0.01; split by rho sign	101	60	primary	True	positive|palmitate|D075	1	57	primary	-0.03337	-0.0018579	0.1632	0.58101	0.7764207407407407	0.8059365853658537	0.8158450041841004
T2D_suzuki2024	SCTF0610	positive	IRF2	palmitate	empirical_p_condition<0.01; split by rho sign	118	83	primary	True	positive|palmitate|D076	1	81	primary	0.12933	0.0085781	0.1553	0.20249	0.62205	0.6149256939501779	0.6633649805447471
T2D_suzuki2024	SCTF0611	positive	IRF3	palmitate	empirical_p_condition<0.01; split by rho sign	125	105	primary	True	positive|palmitate|D077	1	101	primary	0.1525	0.011288	0.12792	0.11661	0.5700933333333333	0.5483696703296703	0.5907207162534435
T2D_suzuki2024	SCTF0612	positive	IRF7	palmitate	empirical_p_condition<0.01; split by rho sign	40	24	exploratory	True	positive|palmitate|D078	1	24	exploratory	0.073436	0.0026554	0.24539	0.38237	0.708060198019802	0.7096882926829269	0.7354862913907285
T2D_suzuki2024	SCTF0613	positive	IRF9	palmitate	empirical_p_condition<0.01; split by rho sign	84	48	primary	True	positive|palmitate|D079	1	46	primary	-0.30535	-0.015277	0.20533	0.9315	0.9476531791907514	0.9475885101311085	0.9512710449574727
T2D_suzuki2024	SCTF0614	positive	ISL1	palmitate	empirical_p_condition<0.01; split by rho sign	60	32	primary	True	positive|palmitate|D080	1	30	primary	-0.48603	-0.019646	0.24059	0.97831	0.97831	0.981766925795053	0.9829965149700599
T2D_suzuki2024	SCTF0615	positive	ISX	palmitate	empirical_p_condition<0.01; split by rho sign	71	56	primary	True	positive|palmitate|D081	1	54	primary	-0.055398	-0.0030023	0.19002	0.61468	0.7915375182481752	0.8170161622464899	0.8264687820512822
T2D_suzuki2024	SCTF0616	positive	JDP2	palmitate	empirical_p_condition<0.01; split by rho sign	115	86	primary	True	positive|palmitate|D082	1	85	primary	-0.14382	-0.0097706	0.15364	0.82537	0.8857629268292683	0.8902376738305942	0.8970679172056921
T2D_suzuki2024	SCTF0617	positive	JUN	palmitate	empirical_p_condition<0.01; split by rho sign	65	36	primary	True	positive|palmitate|D083	1	35	primary	-0.1695	-0.0073992	0.2261	0.77326	0.8803633548387098	0.8789146911957949	0.8805462032085561
T2D_suzuki2024	SCTF0618	positive	JUNB	palmitate	empirical_p_condition<0.01; split by rho sign	99	65	primary	True	positive|palmitate|D084	1	62	primary	0.14331	0.0083205	0.16682	0.19516	0.62205	0.6046411636363637	0.65495696
T2D_suzuki2024	SCTF0619	positive	JUND	palmitate	empirical_p_condition<0.01; split by rho sign	75	49	primary	True	positive|palmitate|D085	1	48	primary	0.11643	0.0059502	0.19448	0.2747	0.6372779487179487	0.6497980748663101	0.698244227886057
T2D_suzuki2024	SCTF0620	positive	KLF12	palmitate	empirical_p_condition<0.01; split by rho sign	18	12	exploratory	True	positive|palmitate|D086	1	12	exploratory	0.70931	0.018142	0.41335	0.04309	0.42762133333333335	0.4169180425531914	0.4588249079754601
T2D_suzuki2024	SCTF0621	positive	KLF13	palmitate	empirical_p_condition<0.01; split by rho sign	56	35	primary	True	positive|palmitate|D087	1	34	primary	-0.12276	-0.0052819	0.2448	0.69197	0.8306843243243243	0.839383613086771	0.8463015014577259
T2D_suzuki2024	SCTF0622	positive	KLF15	palmitate	empirical_p_condition<0.01; split by rho sign	81	54	primary	True	positive|palmitate|D088	1	52	primary	0.1386	0.0073716	0.18445	0.2262	0.62205	0.6298117647058824	0.6794549194991055
T2D_suzuki2024	SCTF0623	positive	KLF16	palmitate	empirical_p_condition<0.01; split by rho sign	89	64	primary	True	positive|palmitate|D089	1	61	primary	0.084084	0.0048424	0.177	0.31738	0.6812058536585366	0.6740290099009901	0.7208408333333333
T2D_suzuki2024	SCTF0624	positive	KLF3	palmitate	empirical_p_condition<0.01; split by rho sign	34	30	primary	True	positive|palmitate|D090	1	29	exploratory	-0.19877	-0.0078999	0.2648	0.77357	0.8803633548387098	0.8789146911957949	0.8805462032085561
T2D_suzuki2024	SCTF0625	positive	KLF5	palmitate	empirical_p_condition<0.01; split by rho sign	76	44	primary	True	positive|palmitate|D091	1	42	primary	0.054655	0.0026131	0.19484	0.38954	0.708060198019802	0.7096882926829269	0.7354862913907285
T2D_suzuki2024	SCTF0626	positive	KLF6	palmitate	empirical_p_condition<0.01; split by rho sign	128	98	primary	True	positive|palmitate|D092	1	92	primary	0.17943	0.01268	0.13755	0.096043	0.49857176470588227	0.5226775796178343	0.5792708602150537
T2D_suzuki2024	SCTF0627	positive	LHX4	palmitate	empirical_p_condition<0.01; split by rho sign	80	40	primary	True	positive|palmitate|D093	1	37	primary	0.3068	0.01377	0.22959	0.090737	0.49857176470588227	0.5226775796178343	0.5792708602150537
T2D_suzuki2024	SCTF0628	positive	LMX1A	palmitate	empirical_p_condition<0.01; split by rho sign	85	69	primary	True	positive|palmitate|D001	2	68	primary	-0.12693	-0.0077165	0.16778	0.77532	0.8803633548387098	0.8789146911957949	0.8805462032085561
T2D_suzuki2024	SCTF0629	positive	LMX1B	palmitate	empirical_p_condition<0.01; split by rho sign	100	63	primary	True	positive|palmitate|D094	1	60	primary	0.17432	0.0099569	0.16607	0.14693	0.6080972549019608	0.5774750442477877	0.6188496821515892
T2D_suzuki2024	SCTF0630	positive	MAF	palmitate	empirical_p_condition<0.01; split by rho sign	118	89	primary	True	positive|palmitate|D095	1	86	primary	-0.022655	-0.0015481	0.14727	0.56113	0.7764207407407407	0.8059365853658537	0.8102013069647463
T2D_suzuki2024	SCTF0631	positive	MAFB	palmitate	empirical_p_condition<0.01; split by rho sign	129	63	primary	True	positive|palmitate|D096	1	61	primary	0.15355	0.0088432	0.19067	0.21031	0.62205	0.6192831081081082	0.6687268283582088
T2D_suzuki2024	SCTF0632	positive	MAFF	palmitate	empirical_p_condition<0.01; split by rho sign	160	135	primary	True	positive|palmitate|D005	2	130	primary	0.28492	0.023909	0.11341	0.0060014	0.15089234285714287	0.26912195	0.32484997419354833
T2D_suzuki2024	SCTF0633	positive	MAFG	palmitate	empirical_p_condition<0.01; split by rho sign	56	40	primary	True	positive|palmitate|D097	1	40	primary	0.026548	0.0012388	0.21759	0.45145	0.7268960000000001	0.7382637236084453	0.7585398999999999
T2D_suzuki2024	SCTF0634	positive	MAFK	palmitate	empirical_p_condition<0.01; split by rho sign	146	106	primary	True	positive|palmitate|D098	1	105	primary	0.17724	0.013375	0.13074	0.087614	0.49857176470588227	0.5226775796178343	0.5792708602150537
T2D_suzuki2024	SCTF0635	positive	MAX	palmitate	empirical_p_condition<0.01; split by rho sign	130	94	primary	True	positive|palmitate|D099	1	91	primary	0.039806	0.0027977	0.13721	0.38587	0.708060198019802	0.7096882926829269	0.7354862913907285
T2D_suzuki2024	SCTF0636	positive	MAZ	palmitate	empirical_p_condition<0.01; split by rho sign	38	32	primary	True	positive|palmitate|D100	1	31	primary	0.054842	0.0022534	0.2314	0.40633	0.708060198019802	0.7096882926829269	0.7379471111111112
T2D_suzuki2024	SCTF0637	positive	MBD2	palmitate	empirical_p_condition<0.01; split by rho sign	51	29	exploratory	True	positive|palmitate|D101	1	29	exploratory	-0.23145	-0.0091986	0.26523	0.80857	0.88528	0.8873629343629343	0.8902758923884514
T2D_suzuki2024	SCTF0638	positive	MITF	palmitate	empirical_p_condition<0.01; split by rho sign	75	34	primary	True	positive|palmitate|D102	1	32	primary	0.14128	0.0058976	0.24542	0.28243	0.6372779487179487	0.6497980748663101	0.7003481240768095
T2D_suzuki2024	SCTF0639	positive	MLX	palmitate	empirical_p_condition<0.01; split by rho sign	82	51	primary	True	positive|palmitate|D103	1	51	primary	-0.21851	-0.01151	0.20666	0.85482	0.9009314285714286	0.9056023703703704	0.9107225142857143
T2D_suzuki2024	SCTF0640	positive	MLXIP	palmitate	empirical_p_condition<0.01; split by rho sign	121	102	primary	True	positive|palmitate|D104	1	96	primary	0.342	0.024685	0.13163	0.0046897	0.15089234285714287	0.26912195	0.30473101481481485
T2D_suzuki2024	SCTF0641	positive	MLXIPL	palmitate	empirical_p_condition<0.01; split by rho sign	109	94	primary	True	positive|palmitate|D105	1	91	primary	0.0035045	0.0002463	0.14182	0.49014	0.7436606896551724	0.7630407233273057	0.7795781232227488
T2D_suzuki2024	SCTF0642	positive	MNT	palmitate	empirical_p_condition<0.01; split by rho sign	145	112	primary	True	positive|palmitate|D106	1	107	primary	0.021261	0.0016196	0.1347	0.43729	0.7203005607476635	0.7258741634241246	0.7520008367346939
T2D_suzuki2024	SCTF0643	positive	MNX1	palmitate	empirical_p_condition<0.01; split by rho sign	110	84	primary	True	positive|palmitate|D107	1	80	primary	0.11139	0.0073424	0.14122	0.21514	0.62205	0.6192831081081082	0.6697990723562153
T2D_suzuki2024	SCTF0644	positive	NEUROD1	palmitate	empirical_p_condition<0.01; split by rho sign	89	72	primary	True	positive|palmitate|D108	1	70	primary	-0.025096	-0.0015478	0.15894	0.56273	0.7764207407407407	0.8059365853658537	0.811220738831615
T2D_suzuki2024	SCTF0645	positive	NFE2L2	palmitate	empirical_p_condition<0.01; split by rho sign	138	65	primary	True	positive|palmitate|D109	1	63	primary	-0.30555	-0.017882	0.16453	0.96834	0.9738733714285714	0.9752076595744681	0.9764870913461539
T2D_suzuki2024	SCTF0646	positive	NFIL3	palmitate	empirical_p_condition<0.01; split by rho sign	112	74	primary	True	positive|palmitate|D110	1	69	primary	-0.17682	-0.010828	0.16368	0.85998	0.9009314285714286	0.9056023703703704	0.9110989141414142
T2D_suzuki2024	SCTF0647	positive	NFYA	palmitate	empirical_p_condition<0.01; split by rho sign	58	42	primary	True	positive|palmitate|D111	1	41	primary	-0.18667	-0.0088185	0.20759	0.81573	0.88528	0.8877471918678526	0.8912517838541668
T2D_suzuki2024	SCTF0648	positive	NFYB	palmitate	empirical_p_condition<0.01; split by rho sign	75	38	primary	True	positive|palmitate|D112	1	35	primary	0.32999	0.014405	0.23408	0.079321	0.49857176470588227	0.5226775796178343	0.5702188205128206
T2D_suzuki2024	SCTF0649	positive	NFYC	palmitate	empirical_p_condition<0.01; split by rho sign	68	32	primary	True	positive|palmitate|D113	1	32	primary	-0.04517	-0.0018856	0.23456	0.57635	0.7764207407407407	0.8059365853658537	0.8145121709974854
T2D_suzuki2024	SCTF0650	positive	NKX6-1	palmitate	empirical_p_condition<0.01; split by rho sign	54	39	primary	True	positive|palmitate|D114	1	38	primary	0.27647	0.012575	0.20693	0.090777	0.49857176470588227	0.5226775796178343	0.5792708602150537
T2D_suzuki2024	SCTF0651	positive	NPAS2	palmitate	empirical_p_condition<0.01; split by rho sign	66	45	primary	True	positive|palmitate|D115	1	44	primary	-0.12292	-0.0060149	0.21405	0.7171	0.8413973333333333	0.8559020168067226	0.8598823093371347
T2D_suzuki2024	SCTF0652	positive	NR1H3	palmitate	empirical_p_condition<0.01; split by rho sign	106	77	primary	True	positive|palmitate|D116	1	76	primary	-0.013891	-0.00089257	0.14853	0.53725	0.7764207407407407	0.7979313391304349	0.8027653606411398
T2D_suzuki2024	SCTF0653	positive	NR1H4	palmitate	empirical_p_condition<0.01; split by rho sign	104	67	primary	True	positive|palmitate|D117	1	66	primary	0.089739	0.005375	0.17563	0.3047	0.6677353086419754	0.6645383756345178	0.7132312309820195
T2D_suzuki2024	SCTF0654	positive	NR2C2	palmitate	empirical_p_condition<0.01; split by rho sign	60	37	primary	True	positive|palmitate|D118	1	37	primary	0.0068739	0.00030851	0.22346	0.48773	0.7436606896551724	0.7624696513761468	0.7764809677419354
T2D_suzuki2024	SCTF0655	positive	NR2F1	palmitate	empirical_p_condition<0.01; split by rho sign	87	55	primary	True	positive|palmitate|D119	1	52	primary	0.17737	0.0094334	0.18259	0.16567	0.6080972549019608	0.5873990322580646	0.6357503603603604
T2D_suzuki2024	SCTF0656	positive	NR2F6	palmitate	empirical_p_condition<0.01; split by rho sign	143	118	primary	True	positive|palmitate|D006	2	118	primary	0.068793	0.0055016	0.11922	0.28196	0.6372779487179487	0.6497980748663101	0.7003481240768095
T2D_suzuki2024	SCTF0657	positive	NR3C1	palmitate	empirical_p_condition<0.01; split by rho sign	25	10	exploratory	True	positive|palmitate|D120	1	10	exploratory	0.10098	0.0023578	0.38108	0.39552	0.708060198019802	0.7096882926829269	0.7354862913907285
T2D_suzuki2024	SCTF0658	positive	NR3C2	palmitate	empirical_p_condition<0.01; split by rho sign	87	44	primary	True	positive|palmitate|D121	1	42	primary	0.27863	0.013322	0.21385	0.096315	0.49857176470588227	0.5226775796178343	0.5792708602150537
T2D_suzuki2024	SCTF0659	positive	NRF1	palmitate	empirical_p_condition<0.01; split by rho sign	53	27	exploratory	True	positive|palmitate|D122	1	25	exploratory	0.023748	0.00087641	0.2664	0.46448	0.7327571428571428	0.7452673446327683	0.7633667384916748
T2D_suzuki2024	SCTF0660	positive	NRL	palmitate	empirical_p_condition<0.01; split by rho sign	88	38	primary	True	positive|palmitate|D123	1	37	primary	0.065159	0.0029244	0.22635	0.38672	0.708060198019802	0.7096882926829269	0.7354862913907285
T2D_suzuki2024	SCTF0661	positive	PATZ1	palmitate	empirical_p_condition<0.01; split by rho sign	62	50	primary	True	positive|palmitate|D124	1	47	primary	0.35792	0.0181	0.18986	0.02971	0.348568	0.4169180425531914	0.45552409009009015
T2D_suzuki2024	SCTF0662	positive	PAX4	palmitate	empirical_p_condition<0.01; split by rho sign	108	69	primary	True	positive|palmitate|D125	1	65	primary	0.20834	0.012384	0.15806	0.093747	0.49857176470588227	0.5226775796178343	0.5792708602150537
T2D_suzuki2024	SCTF0663	positive	PAX5	palmitate	empirical_p_condition<0.01; split by rho sign	53	26	exploratory	True	positive|palmitate|D126	1	26	exploratory	0.045457	0.0017107	0.28357	0.43632	0.7203005607476635	0.7258741634241246	0.7520008367346939
T2D_suzuki2024	SCTF0664	positive	PAX6	palmitate	empirical_p_condition<0.01; split by rho sign	74	48	primary	True	positive|palmitate|D127	1	45	primary	0.025092	0.0012417	0.19234	0.4481	0.7268960000000001	0.7370293436293437	0.7579756048387096
T2D_suzuki2024	SCTF0665	positive	PBX3	palmitate	empirical_p_condition<0.01; split by rho sign	24	19	exploratory	True	positive|palmitate|D128	1	19	exploratory	0.50925	0.016387	0.35816	0.077542	0.49857176470588227	0.5226775796178343	0.5702188205128206
T2D_suzuki2024	SCTF0666	positive	PDX1	palmitate	empirical_p_condition<0.01; split by rho sign	26	24	exploratory	True	positive|palmitate|D129	1	23	exploratory	-0.068643	-0.0024299	0.31191	0.58709	0.7764207407407407	0.80656	0.8162556101556101
T2D_suzuki2024	SCTF0668	positive	POU2F2	palmitate	empirical_p_condition<0.01; split by rho sign	143	118	primary	True	positive|palmitate|D006	2	118	primary	0.068793	0.0055016	0.11922	0.28196	0.6372779487179487	0.6497980748663101	0.7003481240768095
T2D_suzuki2024	SCTF0669	positive	POU3F1	palmitate	empirical_p_condition<0.01; split by rho sign	34	18	exploratory	True	positive|palmitate|D130	1	18	exploratory	0.18168	0.0056905	0.29513	0.26908	0.6372779487179487	0.6497980748663101	0.698244227886057
T2D_suzuki2024	SCTF0670	positive	POU6F1	palmitate	empirical_p_condition<0.01; split by rho sign	121	100	primary	True	positive|palmitate|D007	2	96	primary	-0.045009	-0.0032486	0.13618	0.62949	0.7937348571428572	0.8206912556732223	0.8297597957580518
T2D_suzuki2024	SCTF0671	positive	POU6F2	palmitate	empirical_p_condition<0.01; split by rho sign	161	114	primary	True	positive|palmitate|D131	1	112	primary	-0.044081	-0.0034351	0.13138	0.63138	0.7937348571428572	0.8206912556732223	0.8309456000000001
T2D_suzuki2024	SCTF0672	positive	PRDM1	palmitate	empirical_p_condition<0.01; split by rho sign	85	74	primary	True	positive|palmitate|D004	2	69	primary	0.04662	0.0028549	0.16693	0.39002	0.708060198019802	0.7096882926829269	0.7354862913907285
T2D_suzuki2024	SCTF0673	positive	PRDM6	palmitate	empirical_p_condition<0.01; split by rho sign	72	50	primary	True	positive|palmitate|D132	1	50	primary	0.021491	0.0011208	0.18721	0.45431	0.7268960000000001	0.7394677099236642	0.7592784189723321
T2D_suzuki2024	SCTF0674	positive	RARA	palmitate	empirical_p_condition<0.01; split by rho sign	45	30	primary	True	positive|palmitate|D133	1	30	primary	0.52336	0.021155	0.2387	0.014179	0.27941760000000004	0.32921685714285714	0.38903231428571433
T2D_suzuki2024	SCTF0675	positive	RARB	palmitate	empirical_p_condition<0.01; split by rho sign	84	47	primary	True	positive|palmitate|D134	1	44	primary	-0.22851	-0.011182	0.19651	0.87754	0.9085119999999999	0.9128987545787546	0.9180250124688278
T2D_suzuki2024	SCTF0676	positive	REST	palmitate	empirical_p_condition<0.01; split by rho sign	149	118	primary	True	positive|palmitate|D135	1	115	primary	0.070677	0.0055804	0.12101	0.2796	0.6372779487179487	0.6497980748663101	0.7001086140089419
T2D_suzuki2024	SCTF0677	positive	RFX1	palmitate	empirical_p_condition<0.01; split by rho sign	129	109	primary	True	positive|palmitate|D136	1	106	primary	0.037591	0.0028503	0.12799	0.38449	0.708060198019802	0.7096882926829269	0.7354862913907285
T2D_suzuki2024	SCTF0678	positive	RFX2	palmitate	empirical_p_condition<0.01; split by rho sign	68	46	primary	True	positive|palmitate|D137	1	46	primary	-0.044856	-0.0022442	0.18949	0.59356	0.7764207407407407	0.80656	0.8162556101556101
T2D_suzuki2024	SCTF0679	positive	RFX3	palmitate	empirical_p_condition<0.01; split by rho sign	36	26	exploratory	True	positive|palmitate|D138	1	25	exploratory	0.38938	0.01437	0.30721	0.1025	0.5154285714285715	0.5333831707317073	0.5859872789115647
T2D_suzuki2024	SCTF0680	positive	RFX4	palmitate	empirical_p_condition<0.01; split by rho sign	152	103	primary	True	positive|palmitate|D139	1	100	primary	-0.061663	-0.0045419	0.13738	0.67323	0.8171619310344828	0.8285300432900433	0.8364060502958579
T2D_suzuki2024	SCTF0681	positive	RFX5	palmitate	empirical_p_condition<0.01; split by rho sign	45	28	exploratory	True	positive|palmitate|D140	1	28	exploratory	0.10093	0.0039417	0.28039	0.35944	0.708060198019802	0.6975919817767653	0.7284303381642512
T2D_suzuki2024	SCTF0682	positive	RFX6	palmitate	empirical_p_condition<0.01; split by rho sign	22	18	exploratory	True	positive|palmitate|D141	1	17	exploratory	0.53828	0.016385	0.31497	0.043734	0.42762133333333335	0.4169180425531914	0.4588249079754601
T2D_suzuki2024	SCTF0683	positive	RORA	palmitate	empirical_p_condition<0.01; split by rho sign	38	21	exploratory	True	positive|palmitate|D142	1	21	exploratory	0.074001	0.0025033	0.30012	0.40262	0.708060198019802	0.7096882926829269	0.7377344383860415
