TF	condition	database	n_query_genes	n_positive_rho_genes	n_negative_rho_genes	n_background_genes	n_pathways_tested	query_status	n_pathways_with_overlap	n_pathways_FDR_lt_0.05	minimum_P	minimum_BH_FDR
PRDM1	dex	Hallmark	125	82	42	20749	50	testable	28	0	0.046523914247380165	1.0
PRDM1	dex	Reactome	125	82	42	20749	1816	testable	325	0	0.0015978386940197194	1.0
PRDM1	palmitate	GO_BP	128	85	38	20749	5392	testable	784	0	3.8209478467465375e-05	0.2060255078965733
PRDM1	palmitate	Hallmark	128	85	38	20749	50	testable	28	0	0.0036377849429975813	0.18188924714987906
PRDM1	palmitate	Reactome	128	85	38	20749	1816	testable	379	0	0.0002811780464838384	0.5106193324146505
PRDM6	3-cyt	GO_BP	146	87	58	20749	5392	testable	742	0	0.0007240831366110439	1.0
PRDM6	3-cyt	Hallmark	146	87	58	20749	50	testable	26	0	0.18138833681676803	1.0
PRDM6	3-cyt	Reactome	146	87	58	20749	1816	testable	467	0	0.0017138529596333945	1.0
PRDM6	Ex-4_HG	GO_BP	122	80	38	20749	5392	testable	775	0	0.0002866674352572695	0.7053535401429245
PRDM6	Ex-4_HG	Hallmark	122	80	38	20749	50	testable	23	0	0.023122937039235972	1.0
PRDM6	Ex-4_HG	Reactome	122	80	38	20749	1816	testable	386	0	0.005827336292752766	1.0
PRDM6	IFNg	GO_BP	110	85	23	20749	5392	testable	879	1	2.397894392957635e-07	0.0012929446566827569
PRDM6	IFNg	Hallmark	110	85	23	20749	50	testable	36	0	0.00962234137444619	0.42289641146589696
PRDM6	IFNg	Reactome	110	85	23	20749	1816	testable	407	0	0.005476245079314106	1.0
PRDM6	dex	GO_BP	155	111	43	20749	5392	testable	744	0	0.000815485196725604	1.0
PRDM6	dex	Hallmark	155	111	43	20749	50	testable	18	0	0.15855123535897792	1.0
PRDM6	dex	Reactome	155	111	43	20749	1816	testable	294	0	0.0029175813094551857	1.0
PRDM6	palmitate	GO_BP	106	72	29	20749	5392	testable	644	0	8.159705923631836e-05	0.2199856717011143
PRDM6	palmitate	Hallmark	106	72	29	20749	50	testable	23	0	0.008818638703731901	0.44093193518659507
PRDM6	palmitate	Reactome	106	72	29	20749	1816	testable	343	0	0.0005339219155240381	0.9696021985916532
RARA	3-cyt	GO_BP	150	66	83	20749	5392	testable	629	0	0.007362261086558175	1.0
RARA	3-cyt	Hallmark	150	66	83	20749	50	testable	19	0	0.027883426228063973	1.0
RARA	3-cyt	Reactome	150	66	83	20749	1816	testable	291	0	0.0034186724719574096	1.0
RARA	Ex-4_HG	GO_BP	191	96	91	20749	5392	testable	986	0	0.0001502290408709934	0.8100349883763964
RARA	Ex-4_HG	Hallmark	191	96	91	20749	50	testable	36	0	0.011561707446823218	0.5780853723411609
RARA	Ex-4_HG	Reactome	191	96	91	20749	1816	testable	548	0	0.0005458468603258646	0.9912578983517701
RARA	IFNg	GO_BP	110	75	33	20749	5392	testable	580	0	0.00020709401531425817	1.0
RARA	IFNg	Hallmark	110	75	33	20749	50	testable	29	0	0.014131388979246096	0.7065694489623048
RARA	IFNg	Reactome	110	75	33	20749	1816	testable	337	0	0.0003125183570045774	0.24452769696180024
RARA	dex	GO_BP	175	87	87	20749	5392	testable	837	0	0.00012268301235891888	0.6615068026392906
RARA	dex	Hallmark	175	87	87	20749	50	testable	30	0	0.022682158568045428	1.0
RARA	dex	Reactome	175	87	87	20749	1816	testable	386	0	0.0014862931665368991	1.0
RARA	palmitate	GO_BP	131	45	81	20749	5392	testable	710	0	0.00040336096328568187	1.0
RARA	palmitate	Hallmark	131	45	81	20749	50	testable	26	0	0.015491576830580795	0.7120744939360822
RARA	palmitate	Reactome	131	45	81	20749	1816	testable	297	0	0.00510496730406091	1.0
RARB	3-cyt	GO_BP	192	128	63	20749	5392	testable	1112	9	1.0031354137466121e-17	5.408906150921733e-14
RARB	3-cyt	Hallmark	192	128	63	20749	50	testable	38	1	0.0005004525092584289	0.025022625462921444
RARB	3-cyt	Reactome	192	128	63	20749	1816	testable	458	42	1.2177203653783088e-17	2.2113801835270088e-14
RARB	Ex-4_HG	GO_BP	143	107	32	20749	5392	testable	858	0	0.0006596559391294456	1.0
RARB	Ex-4_HG	Hallmark	143	107	32	20749	50	testable	34	0	0.006040891125712331	0.30204455628561655
RARB	Ex-4_HG	Reactome	143	107	32	20749	1816	testable	369	0	0.001562800142616463	1.0
RARB	IFNg	GO_BP	146	96	48	20749	5392	testable	572	0	0.003237370470401734	1.0
RARB	IFNg	Hallmark	146	96	48	20749	50	testable	33	0	0.04175451332645316	0.8714258602181436
RARB	IFNg	Reactome	146	96	48	20749	1816	testable	583	0	0.0002843308059290116	0.1155682854320603
RARB	dex	GO_BP	155	94	60	20749	5392	testable	844	0	0.00014009955933297854	0.7312350320429348
RARB	dex	Hallmark	155	94	60	20749	50	testable	35	0	0.020040235620722307	0.5216375780546378
RARB	dex	Reactome	155	94	60	20749	1816	testable	288	0	0.009644888218876766	1.0
RARB	palmitate	GO_BP	123	84	34	20749	5392	testable	667	0	0.00010416478213711835	0.5616565052833421
RARB	palmitate	Hallmark	123	84	34	20749	50	testable	31	0	0.0101909674112744	0.2433620315284812
RARB	palmitate	Reactome	123	84	34	20749	1816	testable	594	0	0.0004783979056461036	0.5849815710458515
REST	3-cyt	GO_BP	62	33	28	20749	5392	testable	552	0	0.00013002933182409583	0.7011181571955247
REST	3-cyt	Hallmark	62	33	28	20749	50	testable	14	0	0.031581916753762665	1.0
REST	3-cyt	Reactome	62	33	28	20749	1816	testable	183	0	0.007666332681612303	1.0
REST	Ex-4_HG	GO_BP	148	94	50	20749	5392	testable	940	0	0.0004957685372196155	1.0
REST	Ex-4_HG	Hallmark	148	94	50	20749	50	testable	30	0	0.008826181560700483	0.44130907803502417
REST	Ex-4_HG	Reactome	148	94	50	20749	1816	testable	381	0	0.0010366328424954115	1.0
REST	IFNg	GO_BP	107	77	28	20749	5392	testable	802	0	0.0003767686642746377	0.8867553129989207
REST	IFNg	Hallmark	107	77	28	20749	50	testable	33	0	0.042640801424280464	0.7944774423475035
REST	IFNg	Reactome	107	77	28	20749	1816	testable	350	0	3.467368847747792e-05	0.0629674182750999
REST	dex	GO_BP	161	107	53	20749	5392	testable	931	0	0.003143133068351153	1.0
REST	dex	Hallmark	161	107	53	20749	50	testable	32	0	0.005971462031447862	0.2021825956194962
REST	dex	Reactome	161	107	53	20749	1816	testable	384	0	0.0010614146752087425	0.9835533764134413
REST	palmitate	GO_BP	183	149	29	20749	5392	testable	1022	0	0.0009185817557068875	1.0
REST	palmitate	Hallmark	183	149	29	20749	50	testable	37	0	0.0030310168860900395	0.15155084430450197
REST	palmitate	Reactome	183	149	29	20749	1816	testable	528	0	0.0007602467006531976	1.0
RFX1	3-cyt	GO_BP	61	33	27	20749	5392	testable	448	0	0.0004822138702333308	1.0
RFX1	3-cyt	Hallmark	61	33	27	20749	50	testable	12	0	0.06550403044500488	1.0
RFX1	3-cyt	Reactome	61	33	27	20749	1816	testable	254	1	2.5456857331936734e-05	0.04622965291479711
RFX1	Ex-4_HG	GO_BP	42	21	17	20749	5392	testable	484	0	0.00017802459382882134	0.3513265854132204
RFX1	Ex-4_HG	Hallmark	42	21	17	20749	50	testable	12	0	0.019146639448865625	0.4302550672286948
RFX1	Ex-4_HG	Reactome	42	21	17	20749	1816	testable	205	0	0.0006786716843068375	0.7620638948538573
RFX1	IFNg	GO_BP	7	4	1	20749	5392	insufficient_lt10	0	0		
RFX1	IFNg	Hallmark	7	4	1	20749	50	insufficient_lt10	0	0		
RFX1	IFNg	Reactome	7	4	1	20749	1816	insufficient_lt10	0	0		
RFX1	dex	GO_BP	139	103	35	20749	5392	testable	774	0	0.0006566793068399584	1.0
RFX1	dex	Hallmark	139	103	35	20749	50	testable	29	0	0.007856745273086435	0.24369764779471909
RFX1	dex	Reactome	139	103	35	20749	1816	testable	452	1	1.2845862198500024e-05	0.023328085752476045
RFX1	palmitate	GO_BP	152	129	18	20749	5392	testable	1032	0	1.561946985961646e-05	0.08422018148305195
RFX1	palmitate	Hallmark	152	129	18	20749	50	testable	31	0	0.006203049102422498	0.3101524551211249
RFX1	palmitate	Reactome	152	129	18	20749	1816	testable	502	4	5.548795041731376e-08	0.0001007661179578418
RFX2	3-cyt	GO_BP	89	43	45	20749	5392	testable	440	0	0.000269854457308324	0.6771298911819849
RFX2	3-cyt	Hallmark	89	43	45	20749	50	testable	22	0	0.008810945184144523	0.44054725920722615
RFX2	3-cyt	Reactome	89	43	45	20749	1816	testable	193	0	0.000269854457308324	0.4900556944719164
RFX2	Ex-4_HG	GO_BP	136	91	41	20749	5392	testable	781	0	0.00043317412449758844	0.9452304807477482
RFX2	Ex-4_HG	Hallmark	136	91	41	20749	50	testable	37	0	0.0038866366863692984	0.08442201184059321
RFX2	Ex-4_HG	Reactome	136	91	41	20749	1816	testable	353	0	0.0001182990652463751	0.16839231266249835
RFX2	IFNg	GO_BP	82	32	48	20749	5392	testable	533	0	0.00027164291260971046	0.7645568478642545
RFX2	IFNg	Hallmark	82	32	48	20749	50	testable	19	0	0.008349947098430338	0.4174973549215169
RFX2	IFNg	Reactome	82	32	48	20749	1816	testable	195	0	0.00023553991038097665	0.10640759728044413
RFX2	dex	GO_BP	69	37	31	20749	5392	testable	502	0	0.00070400913852422	1.0
RFX2	dex	Hallmark	69	37	31	20749	50	testable	19	0	0.07245705481571471	1.0
RFX2	dex	Reactome	69	37	31	20749	1816	testable	296	0	0.0018050635143687782	1.0
RFX2	palmitate	GO_BP	118	68	45	20749	5392	testable	560	0	0.0014007220821861325	1.0
RFX2	palmitate	Hallmark	118	68	45	20749	50	testable	26	0	0.22213656171646	1.0
RFX2	palmitate	Reactome	118	68	45	20749	1816	testable	283	0	0.0032748164433818363	1.0
RFX3	3-cyt	GO_BP	76	35	40	20749	5392	testable	457	0	0.0002747602228887417	0.9853259554398627
RFX3	3-cyt	Hallmark	76	35	40	20749	50	testable	17	0	0.029672459215401552	0.7421753468539473
RFX3	3-cyt	Reactome	76	35	40	20749	1816	testable	268	0	0.0010060924359073815	1.0
RFX3	Ex-4_HG	GO_BP	202	66	132	20749	5392	testable	1081	0	0.00036998070722504253	0.8862549042050915
RFX3	Ex-4_HG	Hallmark	202	66	132	20749	50	testable	42	0	0.004568805781148527	0.19448103960882646
RFX3	Ex-4_HG	Reactome	202	66	132	20749	1816	testable	455	0	0.00028123159684709866	0.5107165798743312
RFX3	IFNg	GO_BP	85	22	61	20749	5392	testable	624	0	0.00024613807849057994	0.43769918038492167
RFX3	IFNg	Hallmark	85	22	61	20749	50	testable	28	0	0.009211748708188798	0.45937708451729026
RFX3	IFNg	Reactome	85	22	61	20749	1816	testable	282	0	5.231789435963058e-05	0.09500929615708913
RFX3	dex	GO_BP	143	61	81	20749	5392	testable	625	0	0.00046530492262196184	1.0
RFX3	dex	Hallmark	143	61	81	20749	50	testable	24	0	0.018085134610273997	0.9042567305136998
RFX3	dex	Reactome	143	61	81	20749	1816	testable	275	0	0.002975231953073342	1.0
RFX3	palmitate	GO_BP	74	36	33	20749	5392	testable	588	0	0.00044447511091009545	1.0
RFX3	palmitate	Hallmark	74	36	33	20749	50	testable	18	0	0.002755517515632557	0.13777587578162784
RFX3	palmitate	Reactome	74	36	33	20749	1816	testable	354	0	0.00018648770028028116	0.3386616637089906
RFX4	3-cyt	GO_BP	164	108	55	20749	5392	testable	849	0	0.00022521638214377429	1.0
RFX4	3-cyt	Hallmark	164	108	55	20749	50	testable	33	0	0.13172546931429316	1.0
RFX4	3-cyt	Reactome	164	108	55	20749	1816	testable	573	0	0.0015232348778842426	0.7356185881756987
RFX4	Ex-4_HG	GO_BP	211	111	96	20749	5392	testable	1021	0	0.0010086860470970385	1.0
RFX4	Ex-4_HG	Hallmark	211	111	96	20749	50	testable	30	0	0.06239037874872554	1.0
RFX4	Ex-4_HG	Reactome	211	111	96	20749	1816	testable	563	0	0.00482563062658777	1.0
RFX4	IFNg	GO_BP	178	55	121	20749	5392	testable	583	0	0.003147562827052026	1.0
RFX4	IFNg	Hallmark	178	55	121	20749	50	testable	25	0	0.10661692057148263	1.0
RFX4	IFNg	Reactome	178	55	121	20749	1816	testable	307	0	0.004499757522486878	1.0
RFX4	dex	GO_BP	111	62	48	20749	5392	testable	616	0	0.0020358275013599115	1.0
RFX4	dex	Hallmark	111	62	48	20749	50	testable	23	0	0.16234548607585222	1.0
RFX4	dex	Reactome	111	62	48	20749	1816	testable	327	0	0.02030437330123302	1.0
RFX4	palmitate	GO_BP	185	152	28	20749	5392	testable	933	2	3.016008280944602e-06	0.016262316650853294
RFX4	palmitate	Hallmark	185	152	28	20749	50	testable	36	0	0.007611933480340072	0.2594336681128425
RFX4	palmitate	Reactome	185	152	28	20749	1816	testable	359	0	7.991883879495052e-05	0.12385750118658923
RFX5	3-cyt	GO_BP	143	77	65	20749	5392	testable	767	0	0.00046530492262196184	1.0
RFX5	3-cyt	Hallmark	143	77	65	20749	50	testable	36	2	1.530211402184362e-06	7.65105701092181e-05
RFX5	3-cyt	Reactome	143	77	65	20749	1816	testable	509	0	0.00046530492262196184	0.8395141607525215
RFX5	Ex-4_HG	GO_BP	144	66	74	20749	5392	testable	708	0	0.0004718128714345062	1.0
RFX5	Ex-4_HG	Hallmark	144	66	74	20749	50	testable	24	0	0.024473358357494875	0.9623092000500281
RFX5	Ex-4_HG	Reactome	144	66	74	20749	1816	testable	396	0	0.0069400934985874895	1.0
RFX5	IFNg	GO_BP	178	118	58	20749	5392	testable	650	0	0.0010731705452196956	1.0
RFX5	IFNg	Hallmark	178	118	58	20749	50	testable	30	2	8.221729613678515e-07	2.802400225647439e-05
RFX5	IFNg	Reactome	178	118	58	20749	1816	testable	374	0	0.00811465919812902	1.0
RFX5	dex	GO_BP	103	65	37	20749	5392	testable	704	0	0.0004826599777921166	1.0
RFX5	dex	Hallmark	103	65	37	20749	50	testable	25	0	0.013159192553151748	0.5175843068695771
RFX5	dex	Reactome	103	65	37	20749	1816	testable	257	0	0.0003613360586579162	0.3215073352474127
RFX5	palmitate	GO_BP	164	45	114	20749	5392	testable	750	0	0.0007805728889641545	1.0
RFX5	palmitate	Hallmark	164	45	114	20749	50	testable	36	0	0.024623249473627474	0.9001216929232441
RFX5	palmitate	Reactome	164	45	114	20749	1816	testable	341	0	7.793315512829739e-05	0.14152660971298806
RFX6	3-cyt	GO_BP	89	49	39	20749	5392	testable	772	0	5.827827696712793e-05	0.3142364694067538
RFX6	3-cyt	Hallmark	89	49	39	20749	50	testable	23	0	0.00684948745114776	0.342474372557388
RFX6	3-cyt	Reactome	89	49	39	20749	1816	testable	388	0	7.033592980559242e-05	0.07685523453618613
RFX6	Ex-4_HG	GO_BP	114	49	61	20749	5392	testable	743	0	0.00026402386491112916	0.47539926583748493
RFX6	Ex-4_HG	Hallmark	114	49	61	20749	50	testable	27	0	0.05065005534203796	1.0
RFX6	Ex-4_HG	Reactome	114	49	61	20749	1816	testable	314	0	0.009602155320464384	1.0
RFX6	IFNg	GO_BP	85	22	61	20749	5392	testable	624	0	0.00024613807849057994	0.43769918038492167
RFX6	IFNg	Hallmark	85	22	61	20749	50	testable	28	0	0.009211748708188798	0.45937708451729026
RFX6	IFNg	Reactome	85	22	61	20749	1816	testable	282	0	5.231789435963058e-05	0.09500929615708913
RFX6	dex	GO_BP	130	65	64	20749	5392	testable	553	0	2.6422665233747152e-05	0.14247101094036466
RFX6	dex	Hallmark	130	65	64	20749	50	testable	23	0	0.002004424747539022	0.1002212373769511
RFX6	dex	Reactome	130	65	64	20749	1816	testable	398	0	0.0014751939402967169	1.0
RFX6	palmitate	GO_BP	40	22	13	20749	5392	testable	244	0	5.409041637539863e-05	0.2916555250961494
RFX6	palmitate	Hallmark	40	22	13	20749	50	testable	18	0	0.027137788339071305	0.8283711035876263
RFX6	palmitate	Reactome	40	22	13	20749	1816	testable	90	0	0.009602848147443081	1.0
RORA	3-cyt	GO_BP	54	22	31	20749	5392	testable	252	0	0.0001384475810931206	0.7465093572541063
RORA	3-cyt	Hallmark	54	22	31	20749	50	testable	17	0	0.0476287785574812	0.8684387896081267
RORA	3-cyt	Reactome	54	22	31	20749	1816	testable	196	0	0.00029519025697144496	0.391804006614578
RORA	Ex-4_HG	GO_BP	147	100	43	20749	5392	testable	1007	0	7.17255021885253e-05	0.3867439078005284
RORA	Ex-4_HG	Hallmark	147	100	43	20749	50	testable	36	0	0.004460657855607917	0.1108480844656573
RORA	Ex-4_HG	Reactome	147	100	43	20749	1816	testable	508	0	0.0006190971321804592	0.4757825955888116
RORA	IFNg	GO_BP	189	51	136	20749	5392	testable	943	0	0.0005675568133958893	1.0
RORA	IFNg	Hallmark	189	51	136	20749	50	testable	36	0	0.029007972269030305	1.0
RORA	IFNg	Reactome	189	51	136	20749	1816	testable	566	0	0.0018521432583176703	1.0
RORA	dex	GO_BP	149	88	60	20749	5392	testable	668	0	0.0013941585382892365	1.0
RORA	dex	Hallmark	149	88	60	20749	50	testable	25	0	0.025150174989579832	1.0
RORA	dex	Reactome	149	88	60	20749	1816	testable	279	0	0.007267818141706808	1.0
RORA	palmitate	GO_BP	143	38	100	20749	5392	testable	844	0	0.00033531173202430085	0.8869933901110872
RORA	palmitate	Hallmark	143	38	100	20749	50	testable	28	0	0.038028686747231345	0.8583021602279244
RORA	palmitate	Reactome	143	38	100	20749	1816	testable	338	0	0.0001103602855933838	0.20041427863758499
RREB1	3-cyt	GO_BP	61	33	27	20749	5392	testable	448	0	0.0004822138702333308	1.0
RREB1	3-cyt	Hallmark	61	33	27	20749	50	testable	12	0	0.06550403044500488	1.0
RREB1	3-cyt	Reactome	61	33	27	20749	1816	testable	254	1	2.5456857331936734e-05	0.04622965291479711
RREB1	Ex-4_HG	GO_BP	61	21	36	20749	5392	testable	497	0	1.9117478117822525e-05	0.06430572356904624
RREB1	Ex-4_HG	Hallmark	61	21	36	20749	50	testable	25	0	0.0025995837796065997	0.09157210698860097
RREB1	Ex-4_HG	Reactome	61	21	36	20749	1816	testable	128	0	0.00318148265217698	1.0
RREB1	IFNg	GO_BP	166	95	69	20749	5392	testable	682	0	0.0017259571943077435	1.0
RREB1	IFNg	Hallmark	166	95	69	20749	50	testable	27	0	0.02220700563375664	1.0
RREB1	IFNg	Reactome	166	95	69	20749	1816	testable	360	0	0.005435242749696101	1.0
RREB1	dex	GO_BP	139	61	77	20749	5392	testable	752	0	0.0006566793068399584	1.0
RREB1	dex	Hallmark	139	61	77	20749	50	testable	33	0	0.03202416382494535	1.0
RREB1	dex	Reactome	139	61	77	20749	1816	testable	363	0	0.000915312200869617	1.0
RREB1	palmitate	GO_BP	147	39	103	20749	5392	testable	856	0	0.0004916040009436923	1.0
RREB1	palmitate	Hallmark	147	39	103	20749	50	testable	30	0	0.04895067395678727	1.0
RREB1	palmitate	Reactome	147	39	103	20749	1816	testable	343	0	0.0007339758658073057	0.4774868805254047
RXRA	3-cyt	GO_BP	116	61	54	20749	5392	testable	815	0	7.376285719844119e-05	0.3745975469836673
RXRA	3-cyt	Hallmark	116	61	54	20749	50	testable	29	0	0.013316964148479816	0.4718784970603206
RXRA	3-cyt	Reactome	116	61	54	20749	1816	testable	394	0	0.0027560901758514208	1.0
RXRA	Ex-4_HG	GO_BP	86	43	39	20749	5392	testable	518	0	0.00016843159223527162	0.679300511117381
RXRA	Ex-4_HG	Hallmark	86	43	39	20749	50	testable	26	0	0.030316261712059298	1.0
RXRA	Ex-4_HG	Reactome	86	43	39	20749	1816	testable	265	0	0.0037438693610786305	1.0
RXRA	IFNg	GO_BP	115	72	41	20749	5392	testable	618	0	0.0010687768801080069	1.0
RXRA	IFNg	Hallmark	115	72	41	20749	50	testable	25	0	0.0013990351823605688	0.06995175911802844
RXRA	IFNg	Reactome	115	72	41	20749	1816	testable	306	0	0.005969614104546225	1.0
RXRA	dex	GO_BP	139	103	35	20749	5392	testable	774	0	0.0006566793068399584	1.0
RXRA	dex	Hallmark	139	103	35	20749	50	testable	29	0	0.007856745273086435	0.24369764779471909
RXRA	dex	Reactome	139	103	35	20749	1816	testable	452	1	1.2845862198500024e-05	0.023328085752476045
RXRA	palmitate	GO_BP	157	123	29	20749	5392	testable	861	0	0.0001170856721930378	0.4205935764892081
RXRA	palmitate	Hallmark	157	123	29	20749	50	testable	32	0	0.010502119508315883	0.5251059754157942
RXRA	palmitate	Reactome	157	123	29	20749	1816	testable	361	0	0.002991875973294783	1.0
RXRB	3-cyt	GO_BP	133	36	96	20749	5392	testable	709	0	0.0020049327773084737	1.0
RXRB	3-cyt	Hallmark	133	36	96	20749	50	testable	30	0	0.0023812793181755285	0.08835172738798663
RXRB	3-cyt	Reactome	133	36	96	20749	1816	testable	385	0	0.0006009403215407876	1.0
RXRB	Ex-4_HG	GO_BP	164	88	72	20749	5392	testable	846	0	0.00036870360638439773	0.6592379032053903
RXRB	Ex-4_HG	Hallmark	164	88	72	20749	50	testable	34	0	0.039581926946232034	1.0
RXRB	Ex-4_HG	Reactome	164	88	72	20749	1816	testable	478	0	0.0001853158821293614	0.33653364194692026
RXRB	IFNg	GO_BP	54	38	14	20749	5392	testable	291	0	0.0002995063156550241	1.0
RXRB	IFNg	Hallmark	54	38	14	20749	50	testable	16	0	0.06375152717507318	1.0
RXRB	IFNg	Reactome	54	38	14	20749	1816	testable	181	0	0.0020757915264742266	1.0
RXRB	dex	GO_BP	153	93	59	20749	5392	testable	1139	0	6.709147462639965e-05	0.22207536321419596
RXRB	dex	Hallmark	153	93	59	20749	50	testable	36	0	0.003079798839576846	0.1539899419788423
RXRB	dex	Reactome	153	93	59	20749	1816	testable	482	0	0.0003167285411848871	0.5026747282027564
RXRB	palmitate	GO_BP	151	90	56	20749	5392	testable	651	0	0.003064668004777765	1.0
RXRB	palmitate	Hallmark	151	90	56	20749	50	testable	27	1	0.0002009016778363415	0.010045083891817075
RXRB	palmitate	Reactome	151	90	56	20749	1816	testable	356	0	0.00033609458634216324	0.4709027318029098
SALL4	3-cyt	GO_BP	65	37	27	20749	5392	testable	456	0	0.0004278556076583884	1.0
SALL4	3-cyt	Hallmark	65	37	27	20749	50	testable	21	0	0.016691403657675817	0.6678507130736995
SALL4	3-cyt	Reactome	65	37	27	20749	1816	testable	231	0	0.0014313744346247917	1.0
SALL4	Ex-4_HG	GO_BP	159	94	61	20749	5392	testable	834	0	1.511031175699945e-05	0.08147480099374103
SALL4	Ex-4_HG	Hallmark	159	94	61	20749	50	testable	34	0	0.019304144950952538	0.457951337987154
SALL4	Ex-4_HG	Reactome	159	94	61	20749	1816	testable	449	0	0.0007154428357788492	1.0
SALL4	IFNg	GO_BP	123	26	95	20749	5392	testable	643	0	0.00013287698213725372	0.425807157997361
SALL4	IFNg	Hallmark	123	26	95	20749	50	testable	23	2	0.00016907541432869327	0.008453770716434663
SALL4	IFNg	Reactome	123	26	95	20749	1816	testable	380	0	0.0003445229837459874	0.6256537384827131
SALL4	dex	GO_BP	181	87	93	20749	5392	testable	840	0	0.00044886965045820793	1.0
SALL4	dex	Hallmark	181	87	93	20749	50	testable	31	0	0.06738476917681903	1.0
SALL4	dex	Reactome	181	87	93	20749	1816	testable	333	0	0.0006672199912181274	1.0
SALL4	palmitate	GO_BP	193	120	68	20749	5392	testable	1085	0	0.000510141926991134	1.0
SALL4	palmitate	Hallmark	193	120	68	20749	50	testable	33	0	0.030989161956127043	1.0
SALL4	palmitate	Reactome	193	120	68	20749	1816	testable	470	0	0.0023229016364173525	0.9061037340650084
SCRT1	3-cyt	GO_BP	121	43	77	20749	5392	testable	737	0	0.0011821273309156033	1.0
SCRT1	3-cyt	Hallmark	121	43	77	20749	50	testable	32	0	0.04871212996995097	1.0
SCRT1	3-cyt	Reactome	121	43	77	20749	1816	testable	294	0	0.005405113654065482	1.0
SCRT1	Ex-4_HG	GO_BP	139	79	56	20749	5392	testable	667	0	0.00026499674427720056	1.0
SCRT1	Ex-4_HG	Hallmark	139	79	56	20749	50	testable	27	0	0.023968852740641356	1.0
SCRT1	Ex-4_HG	Reactome	139	79	56	20749	1816	testable	400	0	0.005027674373232319	1.0
SCRT1	IFNg	GO_BP	181	61	118	20749	5392	testable	805	0	2.7766586490029493e-05	0.14971743435423904
SCRT1	IFNg	Hallmark	181	61	118	20749	50	testable	36	3	2.584786609381452e-10	1.2923933046907259e-08
SCRT1	IFNg	Reactome	181	61	118	20749	1816	testable	398	0	3.45472788777229e-05	0.0627378584419448
SCRT1	dex	GO_BP	116	51	64	20749	5392	testable	556	0	0.0013541393065832003	1.0
SCRT1	dex	Hallmark	116	51	64	20749	50	testable	26	0	0.005655317963700842	0.16613845807297967
SCRT1	dex	Reactome	116	51	64	20749	1816	testable	298	0	0.0008978615152445033	0.9122633971261171
SCRT1	palmitate	GO_BP	138	36	97	20749	5392	testable	786	0	5.7754542580779964e-05	0.31141249359556555
SCRT1	palmitate	Hallmark	138	36	97	20749	50	testable	34	0	0.02221844816439535	1.0
SCRT1	palmitate	Reactome	138	36	97	20749	1816	testable	372	0	0.0005245073581127568	0.9525053623327664
SMAD2	3-cyt	GO_BP	108	37	70	20749	5392	testable	661	0	0.0011777966576245026	1.0
SMAD2	3-cyt	Hallmark	108	37	70	20749	50	testable	28	0	0.0755083488295685	0.8680762195069751
SMAD2	3-cyt	Reactome	108	37	70	20749	1816	testable	339	0	0.00027048978284446477	0.491209445645548
SMAD2	Ex-4_HG	GO_BP	143	46	93	20749	5392	testable	716	0	0.00014086401560293784	0.7595387721310408
SMAD2	Ex-4_HG	Hallmark	143	46	93	20749	50	testable	31	0	0.0139357184704217	0.6018548525371451
SMAD2	Ex-4_HG	Reactome	143	46	93	20749	1816	testable	331	0	0.0016450174148944497	1.0
SMAD2	IFNg	GO_BP	14	3	9	20749	5392	testable	228	5	9.821668493797632e-07	0.005295843651855683
SMAD2	IFNg	Hallmark	14	3	9	20749	50	testable	15	0	0.0049986322455496356	0.24993161227748178
SMAD2	IFNg	Reactome	14	3	9	20749	1816	testable	64	0	6.428501164175154e-05	0.1167415811414208
SMAD2	dex	GO_BP	190	104	85	20749	5392	testable	970	0	0.0008191304965215999	1.0
SMAD2	dex	Hallmark	190	104	85	20749	50	testable	30	0	0.08214873908859557	1.0
SMAD2	dex	Reactome	190	104	85	20749	1816	testable	500	0	0.002091766695553879	1.0
SMAD2	palmitate	GO_BP	135	34	96	20749	5392	testable	891	0	5.676865131633592e-05	0.3060965678976833
SMAD2	palmitate	Hallmark	135	34	96	20749	50	testable	29	0	0.006967043646359064	0.34835218231795323
SMAD2	palmitate	Reactome	135	34	96	20749	1816	testable	491	1	1.8462804749337193e-05	0.033528453424796344
SMAD3	3-cyt	GO_BP	157	91	65	20749	5392	testable	876	0	0.0008365192140764474	1.0
SMAD3	3-cyt	Hallmark	157	91	65	20749	50	testable	31	1	0.0004151110803511937	0.020755554017559685
SMAD3	3-cyt	Reactome	157	91	65	20749	1816	testable	355	0	0.0005128454168169833	0.9313272769396417
SMAD3	Ex-4_HG	GO_BP	207	144	59	20749	5392	testable	999	0	0.0012269306005145977	1.0
SMAD3	Ex-4_HG	Hallmark	207	144	59	20749	50	testable	33	0	0.0028448515309081536	0.13244461995644913
SMAD3	Ex-4_HG	Reactome	207	144	59	20749	1816	testable	483	0	0.0014470647468340602	0.8863913362064311
SMAD3	IFNg	GO_BP	171	98	71	20749	5392	testable	883	0	2.327719524811109e-05	0.125510636777815
SMAD3	IFNg	Hallmark	171	98	71	20749	50	testable	27	0	0.010045547781996697	0.5022773890998349
SMAD3	IFNg	Reactome	171	98	71	20749	1816	testable	348	0	0.0002736818760032257	0.17988940302636808
SMAD3	dex	GO_BP	161	90	70	20749	5392	testable	637	0	0.0012248485922860387	1.0
