TF	condition	database	n_query_genes	n_positive_rho_genes	n_negative_rho_genes	n_background_genes	n_pathways_tested	query_status	n_pathways_with_overlap	n_pathways_FDR_lt_0.05	minimum_P	minimum_BH_FDR
SMAD3	dex	Hallmark	161	90	70	20749	50	testable	34	0	0.06815942367156941	1.0
SMAD3	dex	Reactome	161	90	70	20749	1816	testable	339	0	0.005121633754466007	1.0
SMAD3	palmitate	GO_BP	87	58	24	20749	5392	testable	640	0	6.19904083140266e-05	0.33425228162923143
SMAD3	palmitate	Hallmark	87	58	24	20749	50	testable	30	1	7.082284542558802e-05	0.003541142271279401
SMAD3	palmitate	Reactome	87	58	24	20749	1816	testable	331	0	0.0034654336441549945	1.0
SMAD4	3-cyt	GO_BP	89	53	35	20749	5392	testable	551	0	0.0005009198048637329	0.9591436876380013
SMAD4	3-cyt	Hallmark	89	53	35	20749	50	testable	18	0	0.05163994574287212	1.0
SMAD4	3-cyt	Reactome	89	53	35	20749	1816	testable	259	0	0.005955616416991024	1.0
SMAD4	Ex-4_HG	GO_BP	151	44	103	20749	5392	testable	964	0	5.410508084611066e-05	0.29173459592222867
SMAD4	Ex-4_HG	Hallmark	151	44	103	20749	50	testable	29	0	0.024644111047974985	0.8042187647142521
SMAD4	Ex-4_HG	Reactome	151	44	103	20749	1816	testable	329	0	0.00012098331768882353	0.1792130334031608
SMAD4	IFNg	GO_BP	106	31	73	20749	5392	testable	669	0	0.00047588572556716055	1.0
SMAD4	IFNg	Hallmark	106	31	73	20749	50	testable	31	1	0.00046013578596981725	0.023006789298490864
SMAD4	IFNg	Reactome	106	31	73	20749	1816	testable	420	0	0.0001273463235109342	0.08922978509925528
SMAD4	dex	GO_BP	127	37	89	20749	5392	testable	888	0	0.0005486626021688762	1.0
SMAD4	dex	Hallmark	127	37	89	20749	50	testable	35	0	0.005403448443863831	0.2331682818561167
SMAD4	dex	Reactome	127	37	89	20749	1816	testable	446	0	0.0003167314041601945	0.31796253489182613
SMAD4	palmitate	GO_BP	150	77	68	20749	5392	testable	952	0	0.000308543160493145	1.0
SMAD4	palmitate	Hallmark	150	77	68	20749	50	testable	29	0	0.0035250320989361483	0.17625160494680742
SMAD4	palmitate	Reactome	150	77	68	20749	1816	testable	487	0	0.0004666608798619647	0.33766312381807007
SP1	3-cyt	GO_BP	152	77	74	20749	5392	testable	749	0	0.00036014836281146454	1.0
SP1	3-cyt	Hallmark	152	77	74	20749	50	testable	26	0	0.0301469029064969	1.0
SP1	3-cyt	Reactome	152	77	74	20749	1816	testable	347	0	0.00027353627708596263	0.49674187918810814
SP1	Ex-4_HG	GO_BP	90	45	41	20749	5392	testable	516	0	0.00033457135572498005	0.9206039674814434
SP1	Ex-4_HG	Hallmark	90	45	41	20749	50	testable	23	1	0.0006941972611422658	0.034709863057113294
SP1	Ex-4_HG	Reactome	90	45	41	20749	1816	testable	299	0	2.9646124203137596e-05	0.053837361552897874
SP1	IFNg	GO_BP	7	4	1	20749	5392	insufficient_lt10	0	0		
SP1	IFNg	Hallmark	7	4	1	20749	50	insufficient_lt10	0	0		
SP1	IFNg	Reactome	7	4	1	20749	1816	insufficient_lt10	0	0		
SP1	dex	GO_BP	114	49	64	20749	5392	testable	708	0	5.625840746437426e-05	0.303345333047906
SP1	dex	Hallmark	114	49	64	20749	50	testable	25	0	0.02156706676189917	0.8014880836729353
SP1	dex	Reactome	114	49	64	20749	1816	testable	359	0	0.0008163627646011544	0.6676224055325203
SP1	palmitate	GO_BP	132	108	19	20749	5392	testable	869	0	0.00038685270141337544	0.6732669201569796
SP1	palmitate	Hallmark	132	108	19	20749	50	testable	29	0	0.0034218346164969016	0.17109173082484508
SP1	palmitate	Reactome	132	108	19	20749	1816	testable	398	0	0.00035995869813106355	0.30191656592201305
SP2	3-cyt	GO_BP	157	103	53	20749	5392	testable	1059	0	0.00014335048015356907	0.5734067061547435
SP2	3-cyt	Hallmark	157	103	53	20749	50	testable	25	0	0.008681178773961367	0.43405893869806833
SP2	3-cyt	Reactome	157	103	53	20749	1816	testable	492	0	9.241351855256018e-05	0.09156339774647199
SP2	Ex-4_HG	GO_BP	142	94	44	20749	5392	testable	612	0	0.006843703311107825	1.0
SP2	Ex-4_HG	Hallmark	142	94	44	20749	50	testable	26	0	0.04937015564186146	1.0
SP2	Ex-4_HG	Reactome	142	94	44	20749	1816	testable	338	0	0.002963572849780832	1.0
SP2	IFNg	GO_BP	51	37	12	20749	5392	testable	324	0	1.548451829249857e-05	0.08349252263315228
SP2	IFNg	Hallmark	51	37	12	20749	50	testable	20	0	0.053197043650327944	0.9640158485069165
SP2	IFNg	Reactome	51	37	12	20749	1816	testable	186	0	0.009796315000817141	1.0
SP2	dex	GO_BP	167	97	69	20749	5392	testable	628	0	0.0005075664385826147	1.0
SP2	dex	Hallmark	167	97	69	20749	50	testable	26	0	0.007305453156555894	0.3652726578277947
SP2	dex	Reactome	167	97	69	20749	1816	testable	381	4	4.1171716017299734e-05	0.03959068795995199
SP2	palmitate	GO_BP	159	121	33	20749	5392	testable	1007	0	0.0003541147742425635	0.6588739520916591
SP2	palmitate	Hallmark	159	121	33	20749	50	testable	30	0	0.045892523993594114	0.9187734478361916
SP2	palmitate	Reactome	159	121	33	20749	1816	testable	391	0	0.0007793882412446338	1.0
SP3	3-cyt	GO_BP	88	49	38	20749	5392	testable	486	2	1.5775135378177568e-05	0.048326725881804464
SP3	3-cyt	Hallmark	88	49	38	20749	50	testable	22	0	0.03788195285487882	1.0
SP3	3-cyt	Reactome	88	49	38	20749	1816	testable	278	0	0.0009540878250653719	1.0
SP3	Ex-4_HG	GO_BP	161	104	53	20749	5392	testable	778	0	0.0012248485922860387	1.0
SP3	Ex-4_HG	Hallmark	161	104	53	20749	50	testable	37	0	0.004757553094697425	0.19658708380232
SP3	Ex-4_HG	Reactome	161	104	53	20749	1816	testable	521	8	5.910128369162345e-06	0.01073279311839882
SP3	IFNg	GO_BP	82	19	61	20749	5392	testable	450	0	0.0004906409232149449	1.0
SP3	IFNg	Hallmark	82	19	61	20749	50	testable	23	0	0.0019708483593844583	0.09854241796922292
SP3	IFNg	Reactome	82	19	61	20749	1816	testable	221	0	0.003183600708411504	1.0
SP3	dex	GO_BP	179	114	64	20749	5392	testable	668	0	0.0006460184172270518	1.0
SP3	dex	Hallmark	179	114	64	20749	50	testable	29	0	0.055287832730745876	1.0
SP3	dex	Reactome	179	114	64	20749	1816	testable	386	0	0.011926797517791894	1.0
SP3	palmitate	GO_BP	182	100	77	20749	5392	testable	646	0	0.003287639503317638	1.0
SP3	palmitate	Hallmark	182	100	77	20749	50	testable	29	0	0.05067569863261834	0.8906238953756281
SP3	palmitate	Reactome	182	100	77	20749	1816	testable	306	0	0.0022640804607831602	1.0
SP4	3-cyt	GO_BP	154	91	62	20749	5392	testable	937	0	0.0010290029269921588	1.0
SP4	3-cyt	Hallmark	154	91	62	20749	50	testable	29	0	0.02701224438789669	0.6548865244580081
SP4	3-cyt	Reactome	154	91	62	20749	1816	testable	340	0	0.002026712120075121	1.0
SP4	Ex-4_HG	GO_BP	203	61	138	20749	5392	testable	963	0	0.0005641560278058701	1.0
SP4	Ex-4_HG	Hallmark	203	61	138	20749	50	testable	33	0	0.051025953652146475	1.0
SP4	Ex-4_HG	Reactome	203	61	138	20749	1816	testable	468	0	0.012906967652096929	1.0
SP4	IFNg	GO_BP	35	6	27	20749	5392	testable	328	0	5.774168495874168e-05	0.31134316529753514
SP4	IFNg	Hallmark	35	6	27	20749	50	testable	15	0	0.08414506519835879	0.926466404139633
SP4	IFNg	Reactome	35	6	27	20749	1816	testable	110	0	0.004601423317271274	1.0
SP4	dex	GO_BP	203	109	93	20749	5392	testable	1081	1	3.368844180445555e-06	0.01816480782096243
SP4	dex	Hallmark	203	109	93	20749	50	testable	33	0	0.01613861314230082	0.558137575082398
SP4	dex	Reactome	203	109	93	20749	1816	testable	588	25	1.6501556239147393e-07	0.00029966826130291665
SP4	palmitate	GO_BP	184	107	72	20749	5392	testable	932	0	0.0003144683691795671	0.6527426474921821
SP4	palmitate	Hallmark	184	107	72	20749	50	testable	38	1	0.00025635334310722646	0.012817667155361322
SP4	palmitate	Reactome	184	107	72	20749	1816	testable	545	0	0.00010742832898187083	0.13102119503104095
SREBF1	3-cyt	GO_BP	92	53	38	20749	5392	testable	676	0	0.00028834894535298113	1.0
SREBF1	3-cyt	Hallmark	92	53	38	20749	50	testable	25	0	0.018945235031992167	0.6204456185544978
SREBF1	3-cyt	Reactome	92	53	38	20749	1816	testable	287	0	7.629164522024457e-05	0.13854562771996415
SREBF1	Ex-4_HG	GO_BP	159	98	57	20749	5392	testable	1028	0	0.00022979905422111568	0.7747919208796197
SREBF1	Ex-4_HG	Hallmark	159	98	57	20749	50	testable	35	0	0.019304144950952538	0.8820158065640533
SREBF1	Ex-4_HG	Reactome	159	98	57	20749	1816	testable	427	0	0.003662005267024426	1.0
SREBF1	IFNg	GO_BP	14	9	3	20749	5392	testable	228	5	9.821668493797632e-07	0.005295843651855683
SREBF1	IFNg	Hallmark	14	9	3	20749	50	testable	15	0	0.0049986322455496356	0.24993161227748178
SREBF1	IFNg	Reactome	14	9	3	20749	1816	testable	64	0	6.428501164175154e-05	0.1167415811414208
SREBF1	dex	GO_BP	97	84	12	20749	5392	testable	571	0	3.472904096629024e-05	0.09362949444511849
SREBF1	dex	Hallmark	97	84	12	20749	50	testable	15	1	0.00022046958606117945	0.011023479303058973
SREBF1	dex	Reactome	97	84	12	20749	1816	testable	313	0	0.000986985357216313	1.0
SREBF1	palmitate	GO_BP	185	160	20	20749	5392	testable	1159	6	6.41242925464942e-07	0.003457581854106967
SREBF1	palmitate	Hallmark	185	160	20	20749	50	testable	38	0	0.0023733894536589178	0.11866947268294589
SREBF1	palmitate	Reactome	185	160	20	20749	1816	testable	485	0	0.001558989538225714	1.0
SREBF2	3-cyt	GO_BP	79	34	44	20749	5392	testable	436	0	0.001455372430968211	1.0
SREBF2	3-cyt	Hallmark	79	34	44	20749	50	testable	16	0	0.022479546138315234	1.0
SREBF2	3-cyt	Reactome	79	34	44	20749	1816	testable	273	0	0.0002125875221767318	0.3860589402729449
SREBF2	Ex-4_HG	GO_BP	17	6	7	20749	5392	testable	186	0	0.0019229428986872838	1.0
SREBF2	Ex-4_HG	Hallmark	17	6	7	20749	50	testable	8	0	0.04177667789549715	0.7618911366079766
SREBF2	Ex-4_HG	Reactome	17	6	7	20749	1816	testable	56	0	0.0065368672614352225	1.0
SREBF2	IFNg	GO_BP	7	4	1	20749	5392	insufficient_lt10	0	0		
SREBF2	IFNg	Hallmark	7	4	1	20749	50	insufficient_lt10	0	0		
SREBF2	IFNg	Reactome	7	4	1	20749	1816	insufficient_lt10	0	0		
SREBF2	dex	GO_BP	201	94	106	20749	5392	testable	1157	0	0.00020760360174581843	0.9750367847021286
SREBF2	dex	Hallmark	201	94	106	20749	50	testable	29	0	0.012503254886413009	0.5812354586600036
SREBF2	dex	Reactome	201	94	106	20749	1816	testable	532	0	9.21761111563338e-05	0.11436883095142922
SREBF2	palmitate	GO_BP	147	130	12	20749	5392	testable	1165	0	5.742192552295987e-05	0.12315142522445195
SREBF2	palmitate	Hallmark	147	130	12	20749	50	testable	38	0	0.0038564299216134047	0.19282149608067023
SREBF2	palmitate	Reactome	147	130	12	20749	1816	testable	463	0	0.00014217771986090006	0.14893197755407672
TAF1	3-cyt	GO_BP	78	43	34	20749	5392	testable	755	0	0.0001400695676581624	0.707241186126825
TAF1	3-cyt	Hallmark	78	43	34	20749	50	testable	18	0	0.016985357138547156	0.8492678569273578
TAF1	3-cyt	Reactome	78	43	34	20749	1816	testable	351	0	0.0006156548522113001	0.4614897922035519
TAF1	Ex-4_HG	GO_BP	67	16	47	20749	5392	testable	396	1	7.499894539045009e-06	0.04043943135453069
TAF1	Ex-4_HG	Hallmark	67	16	47	20749	50	testable	21	0	0.009149324950734783	0.23343860482895104
TAF1	Ex-4_HG	Reactome	67	16	47	20749	1816	testable	179	0	0.0016952460018776732	1.0
TAF1	IFNg	GO_BP	10	7	1	20749	5392	testable	114	0	0.00030625074933503694	1.0
TAF1	IFNg	Hallmark	10	7	1	20749	50	testable	8	0	0.014367913951567444	0.46004128670124816
TAF1	IFNg	Reactome	10	7	1	20749	1816	testable	21	0	0.004810111381630942	1.0
TAF1	dex	GO_BP	113	48	64	20749	5392	testable	792	0	0.00029085033495772025	0.7607951556339252
TAF1	dex	Hallmark	113	48	64	20749	50	testable	26	0	0.010974268634900591	0.5487134317450295
TAF1	dex	Reactome	113	48	64	20749	1816	testable	389	0	0.00046654329591812413	0.8472426253873134
TAF1	palmitate	GO_BP	161	139	17	20749	5392	testable	1002	0	0.00018890620364488532	0.565786477447506
TAF1	palmitate	Hallmark	161	139	17	20749	50	testable	40	0	0.0030928717774588175	0.15464358887294088
TAF1	palmitate	Reactome	161	139	17	20749	1816	testable	477	3	2.0349091345688945e-05	0.029608836467263006
TEF	3-cyt	GO_BP	74	43	30	20749	5392	testable	482	0	0.0012785367145517316	1.0
TEF	3-cyt	Hallmark	74	43	30	20749	50	testable	19	0	0.00154367525959046	0.07718376297952301
TEF	3-cyt	Reactome	74	43	30	20749	1816	testable	305	0	0.002521920761338622	1.0
TEF	Ex-4_HG	GO_BP	180	121	55	20749	5392	testable	745	0	0.0015273292765213226	1.0
TEF	Ex-4_HG	Hallmark	180	121	55	20749	50	testable	22	0	0.02877679341403492	0.9671312207278709
TEF	Ex-4_HG	Reactome	180	121	55	20749	1816	testable	471	0	0.0007356711896583027	1.0
TEF	IFNg	GO_BP	14	9	3	20749	5392	testable	228	5	9.821668493797632e-07	0.005295843651855683
TEF	IFNg	Hallmark	14	9	3	20749	50	testable	15	0	0.0049986322455496356	0.24993161227748178
TEF	IFNg	Reactome	14	9	3	20749	1816	testable	64	0	6.428501164175154e-05	0.1167415811414208
TEF	dex	GO_BP	125	102	22	20749	5392	testable	658	0	0.000214323866967704	1.0
TEF	dex	Hallmark	125	102	22	20749	50	testable	27	0	0.012946660904082032	0.6473330452041016
TEF	dex	Reactome	125	102	22	20749	1816	testable	440	0	0.0026889191717492807	1.0
TEF	palmitate	GO_BP	133	80	48	20749	5392	testable	571	0	0.0011133501957006913	1.0
TEF	palmitate	Hallmark	133	80	48	20749	50	testable	25	0	0.016290040958105635	0.8145020479052818
TEF	palmitate	Reactome	133	80	48	20749	1816	testable	230	0	0.00339792315290857	1.0
TFE3	3-cyt	GO_BP	116	61	54	20749	5392	testable	815	0	7.376285719844119e-05	0.3745975469836673
TFE3	3-cyt	Hallmark	116	61	54	20749	50	testable	29	0	0.013316964148479816	0.4718784970603206
TFE3	3-cyt	Reactome	116	61	54	20749	1816	testable	394	0	0.0027560901758514208	1.0
TFE3	Ex-4_HG	GO_BP	132	69	59	20749	5392	testable	758	0	0.0011941999519231486	1.0
TFE3	Ex-4_HG	Hallmark	132	69	59	20749	50	testable	23	0	0.07995644539235605	1.0
TFE3	Ex-4_HG	Reactome	132	69	59	20749	1816	testable	385	0	0.000247906939153128	0.44608734408223494
TFE3	IFNg	GO_BP	36	12	22	20749	5392	testable	189	0	0.00019107146934556874	1.0
TFE3	IFNg	Hallmark	36	12	22	20749	50	testable	19	0	0.022598534020623368	0.727524858614733
TFE3	IFNg	Reactome	36	12	22	20749	1816	testable	79	0	0.005196294437839665	1.0
TFE3	dex	GO_BP	158	122	35	20749	5392	testable	1048	0	0.00014606288193062702	0.7875710593699409
TFE3	dex	Hallmark	158	122	35	20749	50	testable	31	0	0.004979455265572673	0.24897276327863366
TFE3	dex	Reactome	158	122	35	20749	1816	testable	460	1	1.6428359753583724e-05	0.029833901312508043
TFE3	palmitate	GO_BP	119	82	32	20749	5392	testable	504	0	0.0008929132421994513	1.0
TFE3	palmitate	Hallmark	119	82	32	20749	50	testable	20	0	0.008669162091596868	0.4334581045798434
TFE3	palmitate	Reactome	119	82	32	20749	1816	testable	258	0	0.009202627243699463	1.0
TFEB	3-cyt	GO_BP	79	50	28	20749	5392	testable	531	0	2.1455127332778938e-05	0.11568604657834403
TFEB	3-cyt	Hallmark	79	50	28	20749	50	testable	23	0	0.022479546138315234	0.6384999148649015
TFEB	3-cyt	Reactome	79	50	28	20749	1816	testable	199	0	0.00039487117263116276	0.7170860494981915
TFEB	Ex-4_HG	GO_BP	108	39	65	20749	5392	testable	656	0	0.00032575062127574204	1.0
TFEB	Ex-4_HG	Hallmark	108	39	65	20749	50	testable	29	0	0.019799545622499328	0.6292362402464041
TFEB	Ex-4_HG	Reactome	108	39	65	20749	1816	testable	315	0	0.0009437342774310433	1.0
TFEB	IFNg	GO_BP	7	4	1	20749	5392	insufficient_lt10	0	0		
TFEB	IFNg	Hallmark	7	4	1	20749	50	insufficient_lt10	0	0		
TFEB	IFNg	Reactome	7	4	1	20749	1816	insufficient_lt10	0	0		
TFEB	dex	GO_BP	164	97	66	20749	5392	testable	803	0	0.00014501876253216912	0.7819411675734559
TFEB	dex	Hallmark	164	97	66	20749	50	testable	24	0	0.03762223526944834	1.0
TFEB	dex	Reactome	164	97	66	20749	1816	testable	410	0	0.0012704515900667651	1.0
TFEB	palmitate	GO_BP	64	29	30	20749	5392	testable	594	0	0.0002426752799939178	0.8529237733656687
TFEB	palmitate	Hallmark	64	29	30	20749	50	testable	26	0	0.0028906264140608822	0.1445313207030441
TFEB	palmitate	Reactome	64	29	30	20749	1816	testable	380	3	4.545465604685489e-07	0.0008254565538108848
THAP1	3-cyt	GO_BP	115	56	58	20749	5392	testable	408	0	0.006201474748441243	1.0
THAP1	3-cyt	Hallmark	115	56	58	20749	50	testable	23	0	0.14420248722899406	1.0
THAP1	3-cyt	Reactome	115	56	58	20749	1816	testable	214	0	0.0001813934365233687	0.1647052403632188
THAP1	Ex-4_HG	GO_BP	196	116	76	20749	5392	testable	1019	0	6.68679338136225e-05	0.3605518991230526
THAP1	Ex-4_HG	Hallmark	196	116	76	20749	50	testable	35	0	0.019447822952193394	0.967525982749112
THAP1	Ex-4_HG	Reactome	196	116	76	20749	1816	testable	511	0	0.0064662238787873295	1.0
THAP1	IFNg	GO_BP	189	102	85	20749	5392	testable	854	0	0.005129800488680436	1.0
THAP1	IFNg	Hallmark	189	102	85	20749	50	testable	34	0	0.018136387389058133	0.9068193694529066
THAP1	IFNg	Reactome	189	102	85	20749	1816	testable	486	0	0.01813520889645304	1.0
THAP1	dex	GO_BP	198	139	58	20749	5392	testable	751	0	0.0013252147134277946	1.0
THAP1	dex	Hallmark	198	139	58	20749	50	testable	31	0	0.011735583557901127	0.5867791778950564
THAP1	dex	Reactome	198	139	58	20749	1816	testable	393	0	0.003121024452002732	1.0
THAP1	palmitate	GO_BP	132	56	71	20749	5392	testable	535	0	0.00013264790364098567	0.7152374964321947
THAP1	palmitate	Hallmark	132	56	71	20749	50	testable	25	1	0.0009010964991530293	0.045054824957651465
THAP1	palmitate	Reactome	132	56	71	20749	1816	testable	285	0	0.014484078948608764	1.0
USF1	3-cyt	GO_BP	150	84	65	20749	5392	testable	700	0	0.0018077525998995076	1.0
USF1	3-cyt	Hallmark	150	84	65	20749	50	testable	32	2	0.0004237579022253915	0.021187895111269575
USF1	3-cyt	Reactome	150	84	65	20749	1816	testable	480	0	0.0007858514943049873	0.9666503215141782
USF1	Ex-4_HG	GO_BP	95	57	34	20749	5392	testable	616	0	7.2180733142461e-05	0.18004424737195676
USF1	Ex-4_HG	Hallmark	95	57	34	20749	50	testable	27	0	0.003933131855594467	0.19665659277972336
USF1	Ex-4_HG	Reactome	95	57	34	20749	1816	testable	246	0	0.0006453350978283698	0.8275429031504106
USF1	IFNg	GO_BP	7	4	1	20749	5392	insufficient_lt10	0	0		
USF1	IFNg	Hallmark	7	4	1	20749	50	insufficient_lt10	0	0		
USF1	IFNg	Reactome	7	4	1	20749	1816	insufficient_lt10	0	0		
USF1	dex	GO_BP	185	137	47	20749	5392	testable	809	0	0.00016679699689122038	0.7905278488539458
USF1	dex	Hallmark	185	137	47	20749	50	testable	28	0	0.031932291787396185	1.0
USF1	dex	Reactome	185	137	47	20749	1816	testable	405	0	0.004124695976342967	1.0
USF1	palmitate	GO_BP	198	155	38	20749	5392	testable	912	0	0.0024427782567112456	1.0
USF1	palmitate	Hallmark	198	155	38	20749	50	testable	39	0	0.013425372874409187	0.6222767898295232
USF1	palmitate	Reactome	198	155	38	20749	1816	testable	464	0	0.002282552156154397	1.0
USF2	3-cyt	GO_BP	87	41	45	20749	5392	testable	600	0	0.0003600212510277686	1.0
USF2	3-cyt	Hallmark	87	41	45	20749	50	testable	25	0	0.0010408842261439948	0.05204421130719974
USF2	3-cyt	Reactome	87	41	45	20749	1816	testable	330	0	0.0009326737329384677	1.0
USF2	Ex-4_HG	GO_BP	58	18	36	20749	5392	testable	342	0	0.011135267977552793	1.0
USF2	Ex-4_HG	Hallmark	58	18	36	20749	50	testable	16	0	0.053401293040701056	1.0
USF2	Ex-4_HG	Reactome	58	18	36	20749	1816	testable	189	0	0.005324829263934427	1.0
USF2	IFNg	GO_BP	115	72	41	20749	5392	testable	618	0	0.0010687768801080069	1.0
USF2	IFNg	Hallmark	115	72	41	20749	50	testable	25	0	0.0013990351823605688	0.06995175911802844
USF2	IFNg	Reactome	115	72	41	20749	1816	testable	306	0	0.005969614104546225	1.0
USF2	dex	GO_BP	169	116	52	20749	5392	testable	1002	0	8.347982504053847e-05	0.45012321661858345
USF2	dex	Hallmark	169	116	52	20749	50	testable	29	0	0.0372615405160107	1.0
USF2	dex	Reactome	169	116	52	20749	1816	testable	395	0	0.0013482574627372043	1.0
USF2	palmitate	GO_BP	109	90	14	20749	5392	testable	668	0	0.0005644469612841529	1.0
USF2	palmitate	Hallmark	109	90	14	20749	50	testable	26	0	0.037611089196224155	0.9113220988427121
USF2	palmitate	Reactome	109	90	14	20749	1816	testable	290	0	0.001412889450160752	1.0
VEZF1	3-cyt	GO_BP	155	67	87	20749	5392	testable	794	0	0.0013101444800390067	1.0
VEZF1	3-cyt	Hallmark	155	67	87	20749	50	testable	27	0	0.0014315629586091013	0.07157814793045507
VEZF1	3-cyt	Reactome	155	67	87	20749	1816	testable	393	0	0.0003072510007577586	0.2862587199993494
VEZF1	Ex-4_HG	GO_BP	170	79	87	20749	5392	testable	1086	2	9.028848646019061e-06	0.028809036829580612
VEZF1	Ex-4_HG	Hallmark	170	79	87	20749	50	testable	36	0	0.010956628973606905	0.5478314486803453
VEZF1	Ex-4_HG	Reactome	170	79	87	20749	1816	testable	537	0	0.0009796235878930515	0.636310469481369
VEZF1	IFNg	GO_BP	165	64	99	20749	5392	testable	858	0	0.0009232757870429564	1.0
VEZF1	IFNg	Hallmark	165	64	99	20749	50	testable	35	2	0.0001311111421658221	0.006555557108291105
VEZF1	IFNg	Reactome	165	64	99	20749	1816	testable	290	0	5.687617702647172e-05	0.10328713748007264
VEZF1	dex	GO_BP	158	82	75	20749	5392	testable	612	0	0.00034227161966887606	1.0
VEZF1	dex	Hallmark	158	82	75	20749	50	testable	28	0	0.00364892494685968	0.182446247342984
VEZF1	dex	Reactome	158	82	75	20749	1816	testable	382	0	0.003730686687619118	1.0
VEZF1	palmitate	GO_BP	144	52	87	20749	5392	testable	653	0	0.0007044952560154533	1.0
VEZF1	palmitate	Hallmark	144	52	87	20749	50	testable	24	0	0.007387725240577917	0.36938626202889585
VEZF1	palmitate	Reactome	144	52	87	20749	1816	testable	344	0	0.013267175069164458	1.0
XBP1	3-cyt	GO_BP	139	56	82	20749	5392	testable	740	0	0.00026499674427720056	1.0
XBP1	3-cyt	Hallmark	139	56	82	20749	50	testable	26	0	0.024649396035212455	1.0
XBP1	3-cyt	Reactome	139	56	82	20749	1816	testable	348	0	0.000915312200869617	1.0
XBP1	Ex-4_HG	GO_BP	119	64	51	20749	5392	testable	825	0	5.868144766530851e-05	0.3164103658113435
XBP1	Ex-4_HG	Hallmark	119	64	51	20749	50	testable	34	0	0.0012442198762520787	0.062210993812603935
XBP1	Ex-4_HG	Reactome	119	64	51	20749	1816	testable	363	0	0.00014926170344806968	0.2394230738436194
XBP1	IFNg	GO_BP	138	76	60	20749	5392	testable	929	0	0.00026120069228261357	0.6413815325022495
XBP1	IFNg	Hallmark	138	76	60	20749	50	testable	33	0	0.018000800622977563	0.41687702959335665
XBP1	IFNg	Reactome	138	76	60	20749	1816	testable	276	0	0.004356774777309851	1.0
XBP1	dex	GO_BP	154	93	60	20749	5392	testable	788	0	0.00047686272483202154	1.0
